Date,Open,High,Low,Close,Volume,"('Adj Close', 'SNDX')","('Close', 'SNDX')","('High', 'SNDX')","('Low', 'SNDX')","('Open', 'SNDX')","('Volume', 'SNDX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.26000022888184,22.36000061035156,21.020000457763672,21.86000061035156,1254400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.809999465942383,21.8799991607666,20.6200008392334,21.049999237060547,1273700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.0,21.31999969482422,20.8700008392334,21.07999992370605,915700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.86000061035156,21.520000457763672,20.459999084472656,21.489999771118164,1199500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.700000762939453,22.799999237060547,21.36000061035156,22.790000915527344,1408400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.459999084472656,23.040000915527344,22.280000686645508,22.63999938964844,1506400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.600000381469727,22.850000381469727,22.3799991607666,22.600000381469727,1015900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.280000686645508,22.76000022888184,21.799999237060547,22.190000534057617,1521600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,22.538000106811523,22.959999084472656,22.104999542236328,22.239999771118164,677800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.059999465942383,22.440000534057617,21.809999465942383,22.36000061035156,1145700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.0,22.26000022888184,21.440000534057617,21.649999618530277,845300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,21.850000381469727,21.850000381469727,21.229999542236328,21.309999465942383,695600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.3799991607666,21.3799991607666,20.559999465942383,20.68000030517578,811500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.899999618530277,21.274999618530277,20.32999992370605,20.850000381469727,879500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.18000030517578,21.270000457763672,20.6200008392334,21.229999542236328,898100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,21.26000022888184,21.26000022888184,19.59000015258789,19.709999084472656,3382000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,19.989999771118164,20.149999618530277,19.57999992370605,19.850000381469727,1476600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,19.96999931335449,20.3700008392334,19.59000015258789,20.21999931335449,1491400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,20.229999542236328,21.200000762939453,19.86000061035156,21.100000381469727,893900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,20.8799991607666,21.31999969482422,19.950000762939453,20.31999969482422,1484100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,19.75,21.09000015258789,19.600000381469727,20.489999771118164,1466000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,20.59000015258789,21.920000076293945,20.51000022888184,21.239999771118164,1138300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.82999992370605,21.07999992370605,20.559999465942383,20.59000015258789,874300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,20.270000457763672,21.46999931335449,20.084999084472656,21.290000915527344,1300600.0,,,,,,,,,,
