Date,Open,High,Low,Close,Volume,"('Adj Close', 'PLPC')","('Close', 'PLPC')","('High', 'PLPC')","('Low', 'PLPC')","('Open', 'PLPC')","('Volume', 'PLPC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,134.6699981689453,138.0,131.58999633789062,132.94000244140625,11000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,132.50999450683594,132.50999450683594,126.8000030517578,127.69000244140624,11100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,128.72000122070312,128.72000122070312,126.1500015258789,128.39999389648438,21500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,127.95999908447266,128.36000061035156,126.0,126.08999633789062,14700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,126.37000274658205,128.47000122070312,125.62999725341795,128.3000030517578,11800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,127.5,127.5,123.45999908447266,124.87000274658205,12500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,120.86000061035156,123.87999725341795,120.6500015258789,123.87999725341795,17600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,124.95999908447266,124.95999908447266,120.16999816894533,124.7699966430664,6100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,127.98999786376952,127.98999786376952,123.52999877929688,124.98999786376952,13700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,123.5,125.55999755859376,120.16000366210938,120.2300033569336,18600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,120.33000183105467,125.7300033569336,118.3499984741211,125.7300033569336,17600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,125.47000122070312,128.02999877929688,123.02999877929688,126.45999908447266,12500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,126.76000213623048,126.76000213623048,122.5,124.0,11100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,125.22000122070312,127.75,124.6500015258789,125.79000091552734,16000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,125.80999755859376,126.47000122070312,122.20999908447266,122.27999877929688,18000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,124.54000091552734,127.94000244140624,122.4499969482422,126.5199966430664,17100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,128.0,131.55999755859375,126.1999969482422,131.5399932861328,20000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,136.75999450683594,136.75999450683594,130.1300048828125,131.6999969482422,18700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,132.10000610351562,133.13999938964844,127.5199966430664,127.5199966430664,36700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,126.4000015258789,130.39999389648438,125.08000183105467,126.9000015258789,20400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,127.37999725341795,129.52999877929688,122.25,122.25,7900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,123.33000183105467,128.5399932861328,123.33000183105467,128.0399932861328,20000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,125.93000030517578,126.6999969482422,124.86000061035156,124.86000061035156,9000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,123.0500030517578,125.31999969482422,121.9000015258789,122.9499969482422,13500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,121.95999908447266,126.6999969482422,121.95999908447266,123.76000213623048,11700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,123.1999969482422,123.20999908447266,121.3000030517578,121.3000030517578,5500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,119.69000244140624,129.5,119.69000244140624,126.86000061035156,15300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,127.06999969482422,129.02999877929688,125.30999755859376,129.02999877929688,16600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,129.99000549316406,134.27000427246094,128.2100067138672,133.13999938964844,36100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,128.13999938964844,128.13999938964844,122.77999877929688,123.1500015258789,8900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,124.12000274658205,130.9600067138672,124.12000274658205,130.07000732421875,18800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,134.52999877929688,134.5399932861328,131.9199981689453,133.9600067138672,9700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,133.4499969482422,134.02000427246094,129.0500030517578,133.35000610351562,8500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,131.2100067138672,133.22000122070312,126.5,126.54000091552734,17500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,125.80999755859376,131.60000610351562,122.2300033569336,131.60000610351562,14000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,130.86000061035156,132.47999572753906,129.7899932861328,130.0800018310547,16100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,129.69000244140625,132.72000122070312,129.17999267578125,132.72000122070312,6000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,132.72000122070312,136.35000610351562,132.72000122070312,135.02999877929688,16600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,136.0,139.0,135.13999938964844,138.0,13400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,137.74000549316406,139.0,131.9600067138672,131.9600067138672,20700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,134.64999389648438,137.47999572753906,134.64999389648438,137.47999572753906,8200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,136.02999877929688,136.47999572753906,133.4600067138672,134.58999633789062,16700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,134.6199951171875,135.0500030517578,132.1999969482422,132.1999969482422,7500.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,130.47999572753906,130.47999572753906,128.88999938964844,130.1999969482422,10800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,130.19000244140625,134.4499969482422,130.19000244140625,134.27999877929688,11900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,136.86000061035156,141.19000244140625,133.86000061035156,133.89999389648438,38600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,122.91999816894533,133.86000061035156,116.5,129.00999450683594,81900.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,129.35000610351562,139.94000244140625,127.5999984741211,129.49000549316406,39300.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,129.49000549316406,131.35000610351562,126.18000030517578,129.1699981689453,18200.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,129.69000244140625,129.86000061035156,127.02999877929688,129.49000549316406,12900.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,128.17999267578125,130.0,126.47000122070312,127.25,14300.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,127.54000091552734,128.9499969482422,126.66999816894533,126.66999816894533,24200.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,126.66999816894533,127.0199966430664,121.9000015258789,121.9000015258789,13600.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,120.5199966430664,125.4000015258789,120.5199966430664,123.29000091552734,14700.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,122.6500015258789,127.5,121.4499969482422,127.5,17900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,126.95999908447266,127.91999816894533,125.0,126.37999725341795,17800.0,,,,,,,,,,
