Date,Open,High,Low,Close,Volume,"('Adj Close', 'SWKS')","('Close', 'SWKS')","('High', 'SWKS')","('Low', 'SWKS')","('Open', 'SWKS')","('Volume', 'SWKS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,111.0,111.04000091552734,107.81999969482422,109.11000061035156,2736000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,107.26000213623048,107.5,104.97000122070312,105.20999908447266,2713000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,103.0,104.2300033569336,102.25,103.22000122070312,1989600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,103.72000122070312,104.7300033569336,102.72000122070312,103.2699966430664,1432500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,103.63999938964844,106.1999969482422,103.58000183105467,106.06999969482422,1922000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,104.93000030517578,105.94000244140624,104.18000030517578,104.58000183105467,1359900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,104.29000091552734,104.5500030517578,102.4000015258789,104.33000183105467,1078000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,103.98999786376952,104.58000183105467,102.04000091552734,103.08999633789062,1851100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,103.29000091552734,103.83000183105467,101.97000122070312,102.4800033569336,999900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,102.0,102.86000061035156,100.0999984741211,102.3000030517578,1724300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,101.16000366210938,101.6500015258789,98.75,100.22000122070312,1685100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,102.5,103.98999786376952,101.16999816894533,103.7300033569336,2694700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,104.83999633789062,106.70999908447266,103.93000030517578,106.04000091552734,2488800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,107.0,108.79000091552734,106.98999786376952,108.58999633789062,1763100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,109.16999816894533,110.44000244140624,109.08999633789062,109.79000091552734,1629600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,110.0,110.5999984741211,107.1500015258789,107.8000030517578,2597700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,109.4800033569336,109.48999786376952,106.7699966430664,107.02999877929688,2321500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,106.01000213623048,106.9499969482422,104.25,104.58999633789062,1879300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,105.01000213623048,106.31999969482422,104.66999816894533,106.1500015258789,2135000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,105.11000061035156,106.56999969482422,103.66999816894533,104.33000183105467,3671500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,107.5,107.69000244140624,102.22000122070312,104.45999908447266,5117800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,104.5199966430664,104.91000366210938,100.91000366210938,102.95999908447266,2965600.0,,,,,,,,,,
