Date,Open,High,Low,Close,Volume,"('Adj Close', 'MULN')","('Close', 'MULN')","('High', 'MULN')","('Low', 'MULN')","('Open', 'MULN')","('Volume', 'MULN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-05-16 20:00:00-04:00,558.0,559.0,474.0,486.0,26032.0,,,,,,,,,,
2024-05-19 20:00:00-04:00,507.0,533.0,460.0,473.0,21908.0,,,,,,,,,,
2024-05-20 20:00:00-04:00,457.0,471.0,421.0,432.0,16686.0,,,,,,,,,,
2024-05-21 20:00:00-04:00,447.0,455.0,425.0,438.0,13502.0,,,,,,,,,,
2024-05-22 20:00:00-04:00,433.0,435.0,394.0,401.0,12612.0,,,,,,,,,,
2024-05-23 20:00:00-04:00,413.0,445.0,402.0,436.0,11820.0,,,,,,,,,,
2024-05-27 20:00:00-04:00,437.0,449.0,408.0,417.0,11970.0,,,,,,,,,,
2024-05-28 20:00:00-04:00,410.0,416.0,368.0,380.0,19062.0,,,,,,,,,,
2024-05-29 20:00:00-04:00,380.0,400.0,361.0,390.0,8654.0,,,,,,,,,,
2024-05-30 20:00:00-04:00,385.0,478.0,384.0,453.0,49171.0,,,,,,,,,,
2024-06-02 20:00:00-04:00,440.0,441.0,370.0,400.0,25191.0,,,,,,,,,,
2024-06-03 20:00:00-04:00,383.0,389.0,358.0,380.0,19498.0,,,,,,,,,,
2024-06-04 20:00:00-04:00,364.0,372.0,350.0,352.0,23546.0,,,,,,,,,,
2024-06-05 20:00:00-04:00,344.0,346.0,301.0,318.0,43156.0,,,,,,,,,,
2024-06-06 20:00:00-04:00,307.0,308.0,282.0,286.0,31671.0,,,,,,,,,,
2024-06-09 20:00:00-04:00,280.0,297.0,265.0,283.0,17920.0,,,,,,,,,,
2024-06-10 20:00:00-04:00,288.0,289.0,268.0,283.0,16795.0,,,,,,,,,,
2024-06-11 20:00:00-04:00,280.0,285.0,274.0,280.0,14020.0,,,,,,,,,,
2024-06-12 20:00:00-04:00,292.0,294.0,260.0,267.0,26123.0,,,,,,,,,,
2024-06-13 20:00:00-04:00,260.0,293.0,258.0,266.0,24318.0,,,,,,,,,,
2024-06-16 20:00:00-04:00,262.0,277.0,251.0,267.0,15026.0,,,,,,,,,,
2024-06-17 20:00:00-04:00,261.0,276.0,252.0,255.0,14612.0,,,,,,,,,,
2024-06-19 20:00:00-04:00,251.0,282.0,250.0,268.0,19797.0,,,,,,,,,,
2024-06-20 20:00:00-04:00,262.0,275.0,258.0,268.0,10366.0,,,,,,,,,,
2024-06-23 20:00:00-04:00,267.0,280.0,262.0,266.0,9878.0,,,,,,,,,,
2024-06-24 20:00:00-04:00,264.0,269.0,258.0,260.0,10445.0,,,,,,,,,,
2024-06-25 20:00:00-04:00,244.0,249.0,236.0,248.0,16673.0,,,,,,,,,,
2024-06-26 20:00:00-04:00,242.0,257.0,237.0,254.0,10277.0,,,,,,,,,,
2024-06-27 20:00:00-04:00,256.0,256.0,238.0,240.0,9659.0,,,,,,,,,,
2024-06-30 20:00:00-04:00,240.0,243.0,231.0,242.0,8948.0,,,,,,,,,,
2024-07-01 20:00:00-04:00,246.0,246.0,230.0,234.0,10019.0,,,,,,,,,,
2024-07-02 20:00:00-04:00,234.0,250.0,232.0,240.0,8751.0,,,,,,,,,,
2024-07-04 20:00:00-04:00,241.0,242.0,225.0,230.0,12806.0,,,,,,,,,,
2024-07-07 20:00:00-04:00,235.0,239.0,226.0,229.0,13298.0,,,,,,,,,,
2024-07-08 20:00:00-04:00,234.0,234.0,215.0,222.0,19882.0,,,,,,,,,,
2024-07-09 20:00:00-04:00,223.0,236.0,217.0,218.0,20504.0,,,,,,,,,,
2024-07-10 20:00:00-04:00,220.0,223.0,212.0,215.0,21822.0,,,,,,,,,,
2024-07-11 20:00:00-04:00,213.0,214.0,204.0,208.0,27335.0,,,,,,,,,,
2024-07-14 20:00:00-04:00,217.0,220.0,199.0,199.0,33773.0,,,,,,,,,,
2024-07-15 20:00:00-04:00,198.0,198.0,180.0,185.0,47719.0,,,,,,,,,,
2024-07-16 20:00:00-04:00,178.0,180.0,166.0,172.0,39243.0,,,,,,,,,,
2024-07-17 20:00:00-04:00,172.0,178.0,160.0,160.0,27927.0,,,,,,,,,,
2024-07-18 20:00:00-04:00,157.0,157.0,144.0,146.0,33032.0,,,,,,,,,,
2024-07-21 20:00:00-04:00,149.0,150.0,137.0,142.0,26720.0,,,,,,,,,,
2024-07-22 20:00:00-04:00,138.0,143.0,133.0,137.0,31164.0,,,,,,,,,,
2024-07-23 20:00:00-04:00,135.0,135.0,121.0,123.0,47160.0,,,,,,,,,,
2024-07-24 20:00:00-04:00,117.0,125.0,111.0,120.0,56205.0,,,,,,,,,,
2024-07-25 20:00:00-04:00,117.0,120.0,113.0,115.0,35505.0,,,,,,,,,,
2024-07-28 20:00:00-04:00,111.0,118.0,109.0,112.0,37892.0,,,,,,,,,,
2024-07-29 20:00:00-04:00,114.0,139.0,111.0,135.0,128349.0,,,,,,,,,,
2024-07-30 20:00:00-04:00,132.0,132.0,116.0,116.0,57409.0,,,,,,,,,,
2024-07-31 20:00:00-04:00,117.0,118.0,101.0,101.0,45121.0,,,,,,,,,,
2024-08-01 20:00:00-04:00,100.0,101.0,88.0,88.0,72084.0,,,,,,,,,,
2024-08-04 20:00:00-04:00,80.0,83.0,75.0,77.0,55410.0,,,,,,,,,,
2024-08-05 20:00:00-04:00,90.0,97.0,78.0,81.0,255007.0,,,,,,,,,,
2024-08-06 20:00:00-04:00,85.0,86.0,70.0,72.0,150172.0,,,,,,,,,,
2024-08-07 20:00:00-04:00,72.0,90.0,70.0,72.0,281080.0,,,,,,,,,,
2024-08-08 20:00:00-04:00,71.0,72.0,59.0,60.0,152480.0,,,,,,,,,,
2024-08-11 20:00:00-04:00,62.0,63.0,52.0,53.0,122250.0,,,,,,,,,,
2024-08-12 20:00:00-04:00,52.0,52.0,43.0,44.0,124522.0,,,,,,,,,,
2024-08-13 20:00:00-04:00,45.0,45.0,37.0,37.0,157088.0,,,,,,,,,,
2024-08-14 20:00:00-04:00,38.0,44.0,34.0,34.0,292868.0,,,,,,,,,,
2024-08-15 20:00:00-04:00,32.0,32.0,26.0,27.0,376433.0,,,,,,,,,,
2024-08-18 20:00:00-04:00,27.0,27.0,23.0,25.0,319924.0,,,,,,,,,,
2024-08-19 20:00:00-04:00,26.0,30.0,24.0,24.0,471301.0,,,,,,,,,,
2024-08-20 20:00:00-04:00,27.0,31.0,25.0,25.0,774531.0,,,,,,,,,,
2024-08-21 20:00:00-04:00,25.0,37.0,24.0,36.0,1143932.0,,,,,,,,,,
2024-08-22 20:00:00-04:00,38.0,49.0,31.0,34.0,1409681.0,,,,,,,,,,
2024-08-25 20:00:00-04:00,34.0,57.0,32.0,36.0,4224924.0,,,,,,,,,,
2024-08-26 20:00:00-04:00,40.0,41.0,30.0,30.0,1253281.0,,,,,,,,,,
2024-08-27 20:00:00-04:00,29.0,30.0,27.0,27.0,507445.0,,,,,,,,,,
2024-08-28 20:00:00-04:00,28.0,31.0,23.0,24.0,829744.0,,,,,,,,,,
2024-08-29 20:00:00-04:00,24.0,24.0,20.0,22.0,524674.0,,,,,,,,,,
2024-09-02 20:00:00-04:00,21.0,23.0,20.0,21.0,453418.0,,,,,,,,,,
2024-09-03 20:00:00-04:00,24.0,25.0,21.0,22.0,1388093.0,,,,,,,,,,
2024-09-04 20:00:00-04:00,22.0,23.0,21.0,22.0,337690.0,,,,,,,,,,
2024-09-05 20:00:00-04:00,22.0,22.0,19.0,19.0,506825.0,,,,,,,,,,
2024-09-08 20:00:00-04:00,17.0,18.0,17.0,17.0,333083.0,,,,,,,,,,
2024-09-09 20:00:00-04:00,17.0,17.0,14.0,14.0,599058.0,,,,,,,,,,
2024-09-10 20:00:00-04:00,14.0,20.0,14.0,18.0,1195586.0,,,,,,,,,,
2024-09-11 20:00:00-04:00,18.0,20.0,16.0,17.0,773652.0,,,,,,,,,,
2024-09-12 20:00:00-04:00,17.0,18.0,12.0,13.0,1208714.0,,,,,,,,,,
2024-09-15 20:00:00-04:00,13.0,13.0,11.0,12.0,662045.0,,,,,,,,,,
2024-09-16 20:00:00-04:00,11.859999656677246,13.81999969482422,9.550000190734863,10.449999809265137,1237800.0,,,,,,,,,,
2024-09-17 20:00:00-04:00,10.029999732971191,10.029999732971191,8.0,8.029999732971191,1318500.0,,,,,,,,,,
2024-09-18 20:00:00-04:00,7.849999904632568,8.859999656677246,7.150000095367432,7.690000057220459,1569100.0,,,,,,,,,,
2024-09-19 20:00:00-04:00,8.100000381469727,8.479999542236328,6.579999923706055,6.679999828338623,1438800.0,,,,,,,,,,
2024-09-22 20:00:00-04:00,6.409999847412109,6.440000057220459,5.679999828338623,5.860000133514404,1770100.0,,,,,,,,,,
2024-09-23 20:00:00-04:00,5.909999847412109,6.079999923706055,4.900000095367432,5.070000171661377,2235400.0,,,,,,,,,,
2024-09-24 20:00:00-04:00,4.849999904632568,4.960000038146973,4.380000114440918,4.650000095367432,1487600.0,,,,,,,,,,
2024-09-25 20:00:00-04:00,4.630000114440918,4.710000038146973,4.099999904632568,4.21999979019165,2161800.0,,,,,,,,,,
2024-09-26 20:00:00-04:00,4.139999866485596,4.170000076293945,3.5999999046325684,3.640000104904175,1990400.0,,,,,,,,,,
2024-09-29 20:00:00-04:00,3.440000057220459,3.5,3.0999999046325684,3.150000095367432,2316300.0,,,,,,,,,,
2024-09-30 20:00:00-04:00,2.869999885559082,3.9700000286102295,2.799999952316284,3.220000028610229,8372200.0,,,,,,,,,,
2024-10-01 20:00:00-04:00,3.569999933242798,3.650000095367432,2.640000104904175,2.75,5578200.0,,,,,,,,,,
2024-10-02 20:00:00-04:00,2.650000095367432,2.740000009536743,2.4100000858306885,2.4800000190734863,2182700.0,,,,,,,,,,
2024-10-03 20:00:00-04:00,2.4600000381469727,2.7799999713897705,2.240000009536743,2.509999990463257,2770500.0,,,,,,,,,,
2024-10-06 20:00:00-04:00,2.359999895095825,2.720000028610229,2.25,2.609999895095825,2094200.0,,,,,,,,,,
2024-10-07 20:00:00-04:00,2.609999895095825,2.630000114440918,2.299999952316284,2.309999942779541,1182500.0,,,,,,,,,,
2024-10-08 20:00:00-04:00,2.299999952316284,2.430000066757202,2.25,2.25,1145300.0,,,,,,,,,,
2024-10-09 20:00:00-04:00,2.240000009536743,2.440000057220459,2.200000047683716,2.240000009536743,1422100.0,,,,,,,,,,
2024-10-10 20:00:00-04:00,2.220000028610229,2.2300000190734863,2.0999999046325684,2.130000114440918,1109600.0,,,,,,,,,,
2024-10-13 20:00:00-04:00,2.140000104904175,2.559999942779541,2.119999885559082,2.5299999713897705,2211800.0,,,,,,,,,,
2024-10-14 20:00:00-04:00,2.470000028610229,2.700000047683716,2.220000028610229,2.2699999809265137,2378800.0,,,,,,,,,,
2024-10-15 20:00:00-04:00,2.299999952316284,2.440000057220459,2.25,2.2799999713897705,1140400.0,,,,,,,,,,
2024-10-16 20:00:00-04:00,2.4600000381469727,2.650000095367432,2.299999952316284,2.359999895095825,3094300.0,,,,,,,,,,
2024-10-17 20:00:00-04:00,2.3499999046325684,2.809999942779541,2.299999952316284,2.720000028610229,2922700.0,,,,,,,,,,
2024-10-20 20:00:00-04:00,2.740000009536743,3.4800000190734863,2.7300000190734863,2.799999952316284,6136600.0,,,,,,,,,,
2024-10-21 20:00:00-04:00,2.740000009536743,3.049999952316284,2.6700000762939453,2.950000047683716,2101600.0,,,,,,,,,,
2024-10-22 20:00:00-04:00,2.9100000858306885,2.9100000858306885,2.4100000858306885,2.430000066757202,2171000.0,,,,,,,,,,
2024-10-23 20:00:00-04:00,2.4600000381469727,2.75,2.4600000381469727,2.640000104904175,1718100.0,,,,,,,,,,
2024-10-24 20:00:00-04:00,2.630000114440918,2.940000057220459,2.5899999141693115,2.799999952316284,1987900.0,,,,,,,,,,
2024-10-27 20:00:00-04:00,2.569999933242798,2.720000028610229,2.4100000858306885,2.5299999713897705,2551500.0,,,,,,,,,,
2024-10-28 20:00:00-04:00,2.490000009536743,2.559999942779541,2.2699999809265137,2.309999942779541,1179700.0,,,,,,,,,,
2024-10-29 20:00:00-04:00,2.319999933242798,2.5,2.299999952316284,2.3299999237060547,1325200.0,,,,,,,,,,
2024-10-30 20:00:00-04:00,2.3399999141693115,2.3399999141693115,2.039999961853028,2.049999952316284,1531300.0,,,,,,,,,,
2024-10-31 20:00:00-04:00,2.069999933242798,2.130000114440918,1.830000042915344,1.9299999475479128,1409500.0,,,,,,,,,,
2024-11-03 19:00:00-05:00,1.909999966621399,1.9299999475479128,1.7699999809265137,1.830000042915344,822900.0,,,,,,,,,,
2024-11-04 19:00:00-05:00,1.830000042915344,2.009999990463257,1.7999999523162842,1.870000004768372,1705200.0,,,,,,,,,,
2024-11-05 19:00:00-05:00,1.870000004768372,2.0299999713897705,1.7200000286102295,1.7200000286102295,1426200.0,,,,,,,,,,
2024-11-06 19:00:00-05:00,1.7300000190734863,1.840000033378601,1.7100000381469729,1.7599999904632568,1273900.0,,,,,,,,,,
2024-11-07 19:00:00-05:00,1.7599999904632568,1.809999942779541,1.600000023841858,1.649999976158142,1218400.0,,,,,,,,,,
2024-11-10 19:00:00-05:00,1.7000000476837158,1.7200000286102295,1.6200000047683716,1.7100000381469729,895900.0,,,,,,,,,,
2024-11-11 19:00:00-05:00,1.7300000190734863,3.4200000762939453,1.690000057220459,2.9800000190734863,65677600.0,,,,,,,,,,
2024-11-12 19:00:00-05:00,3.1700000762939453,3.5,2.5799999237060547,3.2699999809265137,13717900.0,,,,,,,,,,
2024-11-13 19:00:00-05:00,3.0999999046325684,3.680000066757202,2.9200000762939453,3.450000047683716,5396400.0,,,,,,,,,,
2024-11-14 19:00:00-05:00,3.4100000858306885,3.430000066757202,2.5,2.539999961853028,4495300.0,,,,,,,,,,
2024-11-17 19:00:00-05:00,2.539999961853028,3.039999961853028,2.539999961853028,2.819999933242798,3303900.0,,,,,,,,,,
2024-11-18 19:00:00-05:00,2.75,2.799999952316284,2.5299999713897705,2.559999942779541,1491200.0,,,,,,,,,,
2024-11-19 19:00:00-05:00,2.630000114440918,2.8399999141693115,2.5799999237060547,2.700000047683716,1790300.0,,,,,,,,,,
2024-11-20 19:00:00-05:00,2.6700000762939453,3.430000066757202,2.6700000762939453,3.200000047683716,3295300.0,,,,,,,,,,
2024-11-21 19:00:00-05:00,3.150000095367432,3.200000047683716,2.9100000858306885,2.930000066757202,1659600.0,,,,,,,,,,
2024-11-24 19:00:00-05:00,2.930000066757202,3.190000057220459,2.799999952316284,2.869999885559082,1451700.0,,,,,,,,,,
2024-11-25 19:00:00-05:00,2.900000095367432,3.1700000762939453,2.539999961853028,2.619999885559082,2502300.0,,,,,,,,,,
2024-11-26 19:00:00-05:00,2.630000114440918,2.789999961853028,2.5899999141693115,2.680000066757202,668700.0,,,,,,,,,,
2024-11-28 19:00:00-05:00,2.75,2.8399999141693115,2.680000066757202,2.690000057220459,624000.0,,,,,,,,,,
2024-12-01 19:00:00-05:00,2.75,2.75,2.470000028610229,2.5299999713897705,1259900.0,,,,,,,,,,
2024-12-02 19:00:00-05:00,2.5199999809265137,2.549999952316284,2.190000057220459,2.25,2092700.0,,,,,,,,,,
2024-12-03 19:00:00-05:00,2.2300000190734863,2.2799999713897705,2.109999895095825,2.25,1251600.0,,,,,,,,,,
2024-12-04 19:00:00-05:00,2.299999952316284,2.380000114440918,2.180000066757202,2.299999952316284,1118400.0,,,,,,,,,,
2024-12-05 19:00:00-05:00,2.299999952316284,2.369999885559082,2.2100000381469727,2.259999990463257,666200.0,,,,,,,,,,
2024-12-08 19:00:00-05:00,2.309999942779541,2.3299999237060547,1.919999957084656,1.9800000190734863,2706300.0,,,,,,,,,,
2024-12-09 19:00:00-05:00,1.9800000190734863,1.9900000095367432,1.7699999809265137,1.8200000524520876,1881400.0,,,,,,,,,,
2024-12-10 19:00:00-05:00,1.8200000524520876,1.8799999952316284,1.7000000476837158,1.7400000095367432,1862500.0,,,,,,,,,,
2024-12-11 19:00:00-05:00,1.7300000190734863,1.9299999475479128,1.690000057220459,1.7400000095367432,3342300.0,,,,,,,,,,
2024-12-12 19:00:00-05:00,1.7200000286102295,1.7400000095367432,1.5499999523162842,1.5800000429153442,2466200.0,,,,,,,,,,
2024-12-15 19:00:00-05:00,1.559999942779541,1.559999942779541,1.409999966621399,1.4199999570846558,1701100.0,,,,,,,,,,
2024-12-16 19:00:00-05:00,1.3799999952316284,1.399999976158142,1.2100000381469729,1.2300000190734863,3491400.0,,,,,,,,,,
2024-12-17 19:00:00-05:00,1.2799999713897705,1.5700000524520874,1.2100000381469729,1.3200000524520874,6945600.0,,,,,,,,,,
2024-12-18 19:00:00-05:00,1.2999999523162842,1.3200000524520874,1.1699999570846558,1.190000057220459,3006100.0,,,,,,,,,,
2024-12-19 19:00:00-05:00,1.2000000476837158,1.2699999809265137,1.1399999856948853,1.190000057220459,1681400.0,,,,,,,,,,
2024-12-22 19:00:00-05:00,1.1699999570846558,1.1799999475479126,1.0299999713897705,1.0700000524520874,3471200.0,,,,,,,,,,
2024-12-23 19:00:00-05:00,1.100000023841858,1.1200000047683716,1.0099999904632568,1.0700000524520874,1862300.0,,,,,,,,,,
2024-12-25 19:00:00-05:00,1.0700000524520874,1.1299999952316284,1.0199999809265137,1.059999942779541,3038100.0,,,,,,,,,,
2024-12-26 19:00:00-05:00,1.059999942779541,1.1100000143051147,0.8899999856948853,0.959999978542328,9274600.0,,,,,,,,,,
2024-12-27 00:00:00+00:00,,,,,,0.9599999785423279,0.9599999785423279,1.1100000143051147,0.8899999856948853,1.059999942779541,9274600.0,,,,
