Date,Open,High,Low,Close,Volume,"('Adj Close', 'OWL')","('Close', 'OWL')","('High', 'OWL')","('Low', 'OWL')","('Open', 'OWL')","('Volume', 'OWL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.739999771118164,14.770000457763672,14.420000076293944,14.600000381469728,3210600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.369999885559082,14.779999732971191,14.369999885559082,14.65999984741211,4643600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,14.649999618530272,14.975000381469728,14.56999969482422,14.8100004196167,3419500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,14.8100004196167,14.920000076293944,14.699999809265137,14.710000038146973,3044800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,14.710000038146973,14.960000038146973,14.68000030517578,14.960000038146973,2383200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,14.81999969482422,14.864999771118164,14.609999656677246,14.640000343322754,3367700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,14.670000076293944,14.739999771118164,14.5649995803833,14.630000114440918,3317400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,14.729999542236328,14.90999984741211,14.585000038146973,14.770000457763672,2674300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,14.869999885559082,15.039999961853027,14.75,14.84000015258789,3363600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.68000030517578,14.729999542236328,14.420000076293944,14.720000267028809,2993900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,15.109999656677246,15.29599952697754,14.970000267028809,15.100000381469728,5031100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,15.220000267028809,15.220000267028809,14.85099983215332,15.100000381469728,2939100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,15.1899995803833,15.460000038146973,15.079999923706056,15.4399995803833,3471300.0,,,,,,,,,,
