Date,Open,High,Low,Close,Volume,"('Adj Close', 'BCO')","('Close', 'BCO')","('High', 'BCO')","('Low', 'BCO')","('Open', 'BCO')","('Volume', 'BCO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,87.62999725341797,88.05999755859375,85.8499984741211,86.26000213623047,203200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,85.5999984741211,85.5999984741211,83.16000366210938,83.20999908447266,233400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,83.27999877929688,83.88999938964844,82.58999633789062,82.80999755859375,203300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,82.33000183105469,84.11000061035156,82.33000183105469,82.4800033569336,190000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,82.91000366210938,84.04000091552734,82.75,83.94999694824219,181300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,82.77999877929688,83.08000183105469,82.06999969482422,82.5,157500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,82.41000366210938,83.05000305175781,82.19999694824219,82.5999984741211,138000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,82.16999816894531,82.30000305175781,80.94000244140625,81.86000061035156,215700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,83.0,83.0,80.5199966430664,81.22000122070312,216800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,80.4000015258789,80.86000061035156,79.7699966430664,80.44999694824219,176500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,79.16999816894531,80.97000122070312,79.16999816894531,80.80999755859375,158800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,81.33000183105469,81.88999938964844,80.47000122070312,81.44000244140625,177800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,81.77999877929688,82.08000183105469,80.55999755859375,81.87999725341797,146200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,82.86000061035156,83.47000122070312,82.08999633789062,83.3499984741211,165400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,84.2300033569336,84.72000122070312,82.77999877929688,83.04000091552734,210700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,84.1500015258789,84.1500015258789,81.94999694824219,82.04000091552734,145700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,83.29000091552734,83.33000183105469,81.36000061035156,82.41999816894531,202700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,83.08999633789062,83.48999786376953,82.13999938964844,82.55000305175781,163700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,82.62999725341797,83.05999755859375,81.9000015258789,82.62999725341797,152400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,82.08999633789062,82.66999816894531,81.94999694824219,82.0,118700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,82.25,83.02999877929688,80.80000305175781,80.83999633789062,294000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,81.06999969482422,82.97000122070312,80.86000061035156,82.4000015258789,197600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,81.19999694824219,81.30000305175781,79.31999969482422,80.45999908447266,220300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,79.72000122070312,80.13999938964844,79.02999877929688,79.4000015258789,145100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,79.13999938964844,80.5199966430664,79.13999938964844,80.30999755859375,307100.0,,,,,,,,,,
