Date,Open,High,Low,Close,Volume,"('Adj Close', 'BPMC')","('Close', 'BPMC')","('High', 'BPMC')","('Low', 'BPMC')","('Open', 'BPMC')","('Volume', 'BPMC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,90.54000091552734,93.06500244140624,89.63999938964844,91.06999969482422,554600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,90.45999908447266,90.68000030517578,87.91000366210938,88.73999786376953,748000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,89.0,89.0,83.94000244140625,85.20999908447266,1139800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,84.41999816894531,84.69999694824219,81.97000122070312,82.97000122070312,1158700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,81.5199966430664,86.01000213623047,76.5,85.30999755859375,995500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,84.62999725341797,85.13999938964844,81.99500274658203,82.9800033569336,893000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,84.04000091552734,85.69999694824219,82.9800033569336,83.19000244140625,621800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,82.18000030517578,83.37999725341797,81.17900085449219,81.94999694824219,715000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,82.91999816894531,84.26000213623047,81.25,82.93000030517578,370000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,81.45999908447266,81.71800231933594,79.81999969482422,80.5199966430664,563800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,79.27999877929688,80.69000244140625,78.19000244140625,79.37999725341797,535400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,79.45999908447266,80.38500213623047,78.0199966430664,79.68000030517578,397200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,80.05000305175781,81.68000030517578,78.79000091552734,81.05000305175781,514800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,81.87999725341797,83.58999633789062,81.86000061035156,83.0199966430664,432600.0,,,,,,,,,,
