Date,Open,High,Low,Close,Volume,"('Adj Close', 'EVC')","('Close', 'EVC')","('High', 'EVC')","('Low', 'EVC')","('Open', 'EVC')","('Volume', 'EVC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.139999866485596,4.199999809265137,4.010000228881836,4.039999961853027,243200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.070000171661377,4.090000152587891,3.910000085830689,3.930000066757202,227400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.950000047683716,4.010000228881836,3.910000085830689,3.990000009536743,217100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.950000047683716,4.039999961853027,3.940000057220459,4.0,461400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.9800000190734863,4.050000190734863,3.930000066757202,4.019999980926514,246100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.950000047683716,4.010000228881836,3.900000095367432,3.9700000286102295,201800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.940000057220459,3.990000009536743,3.900000095367432,3.990000009536743,213900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.9700000286102295,4.03000020980835,3.950000047683716,4.03000020980835,186500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.090000152587891,4.159999847412109,4.039999961853027,4.119999885559082,171500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.119999885559082,4.119999885559082,3.950000047683716,3.9700000286102295,278300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.910000085830689,3.9700000286102295,3.890000104904175,3.910000085830689,129900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.940000057220459,3.950000047683716,3.819999933242798,3.880000114440918,153800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.910000085830689,4.010000228881836,3.869999885559082,4.0,206700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.050000190734863,4.150000095367432,4.050000190734863,4.110000133514404,196600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.190000057220459,4.25,4.159999847412109,4.179999828338623,232500.0,,,,,,,,,,
