Date,Open,High,Low,Close,Volume,"('Adj Close', 'UDMY')","('Close', 'UDMY')","('High', 'UDMY')","('Low', 'UDMY')","('Open', 'UDMY')","('Volume', 'UDMY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.529999732971191,14.56999969482422,13.899999618530272,13.9399995803833,814300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,13.770000457763672,13.770000457763672,13.364999771118164,13.40999984741211,1223400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,13.40999984741211,13.4399995803833,12.920000076293944,12.9399995803833,1133700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,12.789999961853027,13.175000190734863,12.739999771118164,13.100000381469728,1086000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.0600004196167,13.369999885559082,12.989999771118164,13.239999771118164,1208000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,13.029999732971191,13.239999771118164,12.850000381469728,13.09000015258789,1064900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.329999923706056,13.46500015258789,12.859999656677246,13.380000114440918,920600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.369999885559082,13.710000038146973,13.220000267028809,13.59000015258789,840400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.770000457763672,13.822999954223633,13.3100004196167,13.59000015258789,733400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.56999969482422,13.895000457763672,13.279999732971191,13.329999923706056,1339800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.06999969482422,13.4350004196167,12.850000381469728,13.420000076293944,932700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.550000190734863,13.6899995803833,13.199999809265137,13.380000114440918,619500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.380000114440918,13.479999542236328,13.029999732971191,13.479999542236328,1162200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.539999961853027,14.064000129699709,13.529999732971191,13.850000381469728,588600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,13.93000030517578,14.234999656677246,13.854999542236328,14.0,528000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,14.199999809265137,14.3100004196167,14.039999961853027,14.229999542236328,788800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,14.350000381469728,14.5600004196167,14.0,14.149999618530272,669800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,13.579999923706056,14.5,13.562000274658203,14.369999885559082,471700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,14.449999809265137,14.479999542236328,14.19499969482422,14.4399995803833,580000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,14.329999923706056,14.329999923706056,13.779999732971191,13.84000015258789,445400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,13.81999969482422,14.039999961853027,13.550000190734863,13.59000015258789,537200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,13.75,13.93000030517578,13.609999656677246,13.920000076293944,467700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,13.960000038146973,14.300000190734863,13.6899995803833,14.119999885559082,635000.0,,,,,,,,,,
