Date,Open,High,Low,Close,Volume,"('Adj Close', 'MXCT')","('Close', 'MXCT')","('High', 'MXCT')","('Low', 'MXCT')","('Open', 'MXCT')","('Volume', 'MXCT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.670000076293945,5.010000228881836,4.599999904632568,5.0,981700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.849999904632568,4.900000095367432,4.335000038146973,4.420000076293945,1209800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.5,4.610000133514404,4.375,4.599999904632568,558000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.550000190734863,4.815000057220459,4.389999866485596,4.599999904632568,884300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.630000114440918,4.695000171661377,4.454999923706055,4.590000152587891,607800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.980000019073486,5.329999923706055,4.869999885559082,5.21999979019165,2111100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.190000057220459,5.360000133514404,5.089000225067139,5.289999961853027,839400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.260000228881836,5.440000057220459,5.114999771118164,5.349999904632568,863400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.440000057220459,5.545000076293945,5.25,5.375,554300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.309999942779541,5.320000171661377,5.179999828338623,5.25,721900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.159999847412109,5.244999885559082,5.070000171661377,5.210000038146973,475600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.199999809265137,5.304999828338623,5.09499979019165,5.21999979019165,503400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.289999961853027,5.289999961853027,4.974999904632568,5.119999885559082,772500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.199999809265137,5.316999912261963,4.945000171661377,4.96999979019165,598700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.039999961853027,5.289999961853027,5.0,5.110000133514404,2140000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.179999828338623,5.199999809265137,5.010000228881836,5.059999942779541,644000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.170000076293945,5.224999904632568,5.085000038146973,5.099999904632568,518100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.139999866485596,5.179999828338623,5.0,5.03000020980835,433500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.019999980926514,5.150000095367432,4.875,5.150000095367432,479700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.110000133514404,5.21999979019165,4.885000228881836,5.099999904632568,500600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.099999904632568,5.289999961853027,4.980000019073486,5.090000152587891,667900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.090000152587891,5.210000038146973,4.985000133514404,5.190000057220459,645100.0,,,,,,,,,,
