Date,Open,High,Low,Close,Volume,"('Adj Close', 'IZEA')","('Close', 'IZEA')","('High', 'IZEA')","('Low', 'IZEA')","('Open', 'IZEA')","('Volume', 'IZEA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.0,2.069999933242798,1.9900000095367432,2.0199999809265137,30600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.0199999809265137,2.059999942779541,1.9900000095367432,2.039999961853028,26100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.0299999713897705,2.059999942779541,1.996000051498413,2.0299999713897705,32700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.0,2.0409998893737797,1.9800000190734863,1.9900000095367432,30000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.9900000095367432,2.0299999713897705,1.9800000190734863,2.0199999809265137,11500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.009999990463257,2.009999990463257,1.950000047683716,1.950000047683716,30500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.950000047683716,1.9900000095367432,1.899999976158142,1.9700000286102293,41000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.0,2.039999961853028,1.909999966621399,1.9700000286102293,47300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.940000057220459,2.069999933242798,1.940000057220459,2.049999952316284,113300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.039999961853028,2.039999961853028,1.9600000381469729,2.009999990463257,54800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.9800000190734863,2.059999942779541,1.9670000076293943,2.039999961853028,24800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.0,2.049999952316284,1.9900000095367432,2.049999952316284,14800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.0,2.069999933242798,1.991000056266785,2.0450000762939453,46600.0,,,,,,,,,,
