Date,Open,High,Low,Close,Volume,"('Adj Close', 'SVRA')","('Close', 'SVRA')","('High', 'SVRA')","('Low', 'SVRA')","('Open', 'SVRA')","('Volume', 'SVRA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.659999847412109,4.659999847412109,4.230000019073486,4.369999885559082,1352300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.369999885559082,4.40500020980835,4.244999885559082,4.369999885559082,767200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.364999771118164,4.460000038146973,4.300000190734863,4.349999904632568,968300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.360000133514404,4.40500020980835,4.159999847412109,4.349999904632568,1312000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.199999809265137,4.590000152587891,4.159999847412109,4.510000228881836,737700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.300000190734863,4.360000133514404,4.230000019073486,4.28000020980835,720000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.260000228881836,4.340000152587891,4.224999904632568,4.300000190734863,463600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.269999980926514,4.300000190734863,4.150000095367432,4.190000057220459,317100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.230000019073486,4.289999961853027,4.190000057220459,4.269999980926514,513300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.28000020980835,4.28000020980835,4.114999771118164,4.260000228881836,783000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.170000076293945,4.409999847412109,4.131999969482422,4.409999847412109,776200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.460000038146973,4.46999979019165,4.239999771118164,4.269999980926514,356300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.269999980926514,4.414999961853027,4.239999771118164,4.409999847412109,541500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.429999828338623,4.610000133514404,4.409999847412109,4.610000133514404,443700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.690000057220459,5.0879998207092285,4.690000057220459,5.050000190734863,2260100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.099999904632568,5.27899980545044,4.909999847412109,4.940000057220459,1438600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.039999961853027,5.135000228881836,4.954999923706055,4.980000019073486,819300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.989999771118164,5.010000228881836,4.784999847412109,4.800000190734863,478300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.800000190734863,4.989999771118164,4.71999979019165,4.989999771118164,876300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.010000228881836,5.289999961853027,5.0,5.050000190734863,760400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.039999961853027,5.15500020980835,4.929999828338623,4.940000057220459,574200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.03000020980835,5.139999866485596,4.900000095367432,5.059999942779541,1092100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.989999771118164,5.098999977111816,4.835000038146973,4.849999904632568,543600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.800000190734863,4.809999942779541,4.570000171661377,4.710000038146973,584200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.690000057220459,4.800000190734863,4.630000114440918,4.800000190734863,349700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.760000228881836,4.829999923706055,4.690000057220459,4.730000019073486,715400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.710000038146973,4.806000232696533,4.679999828338623,4.769999980926514,720800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.809999942779541,4.949999809265137,4.784999847412109,4.880000114440918,727300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.920000076293945,5.090000152587891,4.860000133514404,5.0,1068300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.829999923706055,4.96999979019165,4.71999979019165,4.78000020980835,995700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.880000114440918,5.034999847412109,4.789999961853027,5.0,1896300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.0,5.050000190734863,4.900000095367432,4.96999979019165,1897300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.0,5.0,4.909999847412109,4.96999979019165,821000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,4.900000095367432,4.989999771118164,4.730000019073486,4.820000171661377,803500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,4.78000020980835,4.820000171661377,4.699999809265137,4.800000190734863,596000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,4.800000190734863,4.989999771118164,4.800000190734863,4.909999847412109,747400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,4.920000076293945,5.130000114440918,4.889999866485596,5.119999885559082,954300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,5.079999923706055,5.440000057220459,5.070000171661377,5.21999979019165,946400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,5.28000020980835,5.400000095367432,5.15500020980835,5.300000190734863,584400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,5.260000228881836,5.309999942779541,5.03000020980835,5.090000152587891,735000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,5.190000057220459,5.199999809265137,5.010000228881836,5.050000190734863,1925500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,5.079999923706055,5.25,5.070000171661377,5.159999847412109,1137400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,5.260000228881836,5.570000171661377,5.260000228881836,5.510000228881836,1490100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,5.579999923706055,5.699999809265137,5.429999828338623,5.429999828338623,980300.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,5.449999809265137,5.474999904632568,5.329999923706055,5.420000076293945,514500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,5.489999771118164,5.605000019073486,5.349999904632568,5.590000152587891,750700.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,5.46999979019165,5.590000152587891,5.130000114440918,5.300000190734863,1213500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,5.289999961853027,5.300000190734863,4.894999980926514,4.909999847412109,897400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,4.900000095367432,4.954999923706055,4.78000020980835,4.920000076293945,609400.0,,,,,,,,,,
