Date,Open,High,Low,Close,Volume,"('Adj Close', 'HBI')","('Close', 'HBI')","('High', 'HBI')","('Low', 'HBI')","('Open', 'HBI')","('Volume', 'HBI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.409999847412109,4.559999942779541,4.340000152587891,4.46999979019165,5969200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.380000114440918,4.400000095367432,4.179999828338623,4.199999809265137,7179200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.190000057220459,4.269999980926514,4.130000114440918,4.239999771118164,3802900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.199999809265137,4.25,4.03000020980835,4.039999961853027,8037800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.0,4.309999942779541,4.0,4.239999771118164,5889400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.179999828338623,4.28000020980835,4.139999866485596,4.260000228881836,6023600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.230000019073486,4.239999771118164,4.119999885559082,4.230000019073486,4690800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.190000057220459,4.230000019073486,4.099999904632568,4.190000057220459,4841500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.239999771118164,4.340000152587891,4.110000133514404,4.119999885559082,6519300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.099999904632568,4.099999904632568,3.9700000286102295,4.039999961853027,5327500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.9700000286102295,4.010000228881836,3.900000095367432,3.9600000381469727,5681900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.9700000286102295,4.0,3.880000114440918,3.9600000381469727,5869200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.010000228881836,4.039999961853027,3.880000114440918,4.039999961853027,4588100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.03000020980835,4.159999847412109,4.010000228881836,4.130000114440918,7128000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.230000019073486,4.289999961853027,4.130000114440918,4.289999961853027,5238000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.349999904632568,4.400000095367432,4.269999980926514,4.289999961853027,5857800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.340000152587891,4.46999979019165,4.329999923706055,4.440000057220459,8082700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.480000019073486,4.610000133514404,4.46999979019165,4.579999923706055,5730400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.550000190734863,4.659999847412109,4.5,4.630000114440918,6365700.0,,,,,,,,,,
