Date,Open,High,Low,Close,Volume,"('Adj Close', 'PAYO')","('Close', 'PAYO')","('High', 'PAYO')","('Low', 'PAYO')","('Open', 'PAYO')","('Volume', 'PAYO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.190000057220459,5.239999771118164,5.019999980926514,5.03000020980835,2639500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.0,5.070000171661377,4.920000076293945,4.96999979019165,2264000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.989999771118164,5.050000190734863,4.940000057220459,4.949999809265137,1788700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.920000076293945,5.059999942779541,4.909999847412109,4.960000038146973,2600400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.949999809265137,5.078000068664551,4.949999809265137,5.059999942779541,2192600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.989999771118164,5.050000190734863,4.935999870300293,5.039999961853027,1838900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.010000228881836,5.03000020980835,4.860000133514404,4.869999885559082,2032000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.869999885559082,4.96999979019165,4.855000019073486,4.920000076293945,2353800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.940000057220459,5.019999980926514,4.809999942779541,4.820000171661377,1630900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.800000190734863,4.900000095367432,4.71999979019165,4.840000152587891,3341900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.849999904632568,4.849999904632568,4.670000076293945,4.739999771118164,2174500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.789999961853027,4.820000171661377,4.659999847412109,4.78000020980835,5441200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.769999980926514,4.809999942779541,4.723999977111816,4.800000190734863,3559500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.809999942779541,4.929999828338623,4.809999942779541,4.849999904632568,3181400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.900000095367432,5.0,4.824999809265137,4.860000133514404,3497300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.920000076293945,4.965000152587891,4.760000228881836,4.789999961853027,1441600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.809999942779541,4.900000095367432,4.739999771118164,4.78000020980835,2321200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.809999942779541,4.855999946594238,4.739999771118164,4.739999771118164,2675500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.739999771118164,4.909999847412109,4.710000038146973,4.909999847412109,2669400.0,,,,,,,,,,
