Date,Open,High,Low,Close,Volume,"('Adj Close', 'ARKR')","('Close', 'ARKR')","('High', 'ARKR')","('Low', 'ARKR')","('Open', 'ARKR')","('Volume', 'ARKR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.039999961853027,14.239999771118164,14.039999961853027,14.18000030517578,2000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.149999618530272,14.199999809265137,14.149999618530272,14.199999809265137,400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,14.199999809265137,14.199999809265137,13.800000190734863,13.800000190734863,1100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,14.06999969482422,14.06999969482422,13.850000381469728,13.850000381469728,2800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.829999923706056,14.369999885559082,13.829999923706056,13.899999618530272,1700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,13.920000076293944,14.149999618530272,13.920000076293944,14.149999618530272,500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.899999618530272,13.899999618530272,13.899999618530272,13.899999618530272,800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,14.039999961853027,14.039999961853027,14.010000228881836,14.010000228881836,1000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,14.399999618530272,14.399999618530272,14.399999618530272,14.399999618530272,400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.020000457763672,14.390000343322754,14.0,14.350000381469728,2600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,14.300000190734863,15.0,14.300000190734863,14.550000190734863,4300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,14.760000228881836,14.970000267028809,14.739999771118164,14.800000190734863,1500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,15.140000343322754,15.140000343322754,15.0,15.0,700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,15.0,15.0,15.0,15.0,300.0,,,,,,,,,,
