Date,Open,High,Low,Close,Volume,"('Adj Close', 'CGEM')","('Close', 'CGEM')","('High', 'CGEM')","('Low', 'CGEM')","('Open', 'CGEM')","('Volume', 'CGEM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,10.079999923706056,11.289999961853027,10.079999923706056,10.59000015258789,326400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,10.59000015258789,10.84000015258789,10.199999809265137,10.40999984741211,158900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,10.529999732971191,10.619999885559082,10.170000076293944,10.460000038146973,297200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,10.380000114440918,10.59000015258789,10.140000343322754,10.170000076293944,170400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,10.09000015258789,10.829999923706056,10.09000015258789,10.829999923706056,158900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,10.6899995803833,10.81999969482422,10.204999923706056,10.729999542236328,281400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,10.760000228881836,11.119999885559082,10.630000114440918,10.899999618530272,132000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,10.84000015258789,10.84000015258789,10.0,10.40999984741211,818400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.550000190734863,10.8149995803833,10.43000030517578,10.59000015258789,87500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,10.5,10.520000457763672,10.18000030517578,10.479999542236328,536600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.279999732971191,10.494999885559082,10.020000457763672,10.399999618530272,127500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.479999542236328,10.600000381469728,10.149999618530272,10.550000190734863,143500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.59000015258789,11.56999969482422,10.494999885559082,11.510000228881836,283600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.670000076293944,12.460000038146973,11.5600004196167,12.40999984741211,280800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,12.68000030517578,12.68000030517578,12.34000015258789,12.5,313900.0,,,,,,,,,,
