Date,Open,High,Low,Close,Volume,"('Adj Close', 'LPX')","('Close', 'LPX')","('High', 'LPX')","('Low', 'LPX')","('Open', 'LPX')","('Volume', 'LPX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,69.88999938964844,71.25,69.08000183105469,69.7300033569336,668200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,68.25,68.81999969482422,67.20999908447266,67.26000213623047,711800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,67.0199966430664,67.87999725341797,66.51000213623047,67.0199966430664,612600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,66.58999633789062,68.98999786376953,65.81999969482422,68.48999786376953,589100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,68.66999816894531,70.1500015258789,68.1500015258789,69.91000366210938,397800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,68.87000274658203,70.30999755859375,68.38999938964844,69.68000030517578,430100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,69.69999694824219,70.76000213623047,69.0,69.41000366210938,626100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,68.16999816894531,69.16999816894531,67.69000244140625,69.04000091552734,318600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,69.58999633789062,70.41000366210938,68.2699966430664,69.01000213623047,435000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,68.1500015258789,68.27999877929688,67.44999694824219,67.68000030517578,699700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,66.5199966430664,67.80999755859375,66.19999694824219,67.5199966430664,447300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,68.13999938964844,68.13999938964844,66.97000122070312,67.7699966430664,333500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,67.76000213623047,68.4800033569336,66.88999938964844,67.7300033569336,492800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,68.16000366210938,68.88999938964844,67.7300033569336,68.19000244140625,703700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,68.29000091552734,68.43000030517578,65.51000213623047,65.70999908447266,934400.0,,,,,,,,,,
