Date,Open,High,Low,Close,Volume,"('Adj Close', 'FTEK')","('Close', 'FTEK')","('High', 'FTEK')","('Low', 'FTEK')","('Open', 'FTEK')","('Volume', 'FTEK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.0299999713897705,1.059999942779541,1.0299999713897705,1.0499999523162842,37000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.059999942779541,1.059999942779541,1.0299999713897705,1.0399999618530271,33200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.0299999713897705,1.0499999523162842,1.0299999713897705,1.0399999618530271,32900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.0299999713897705,1.0399999618530271,1.0299999713897705,1.0399999618530271,10600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.0199999809265137,1.0700000524520874,1.0199999809265137,1.0700000524520874,112800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.0700000524520874,1.090000033378601,1.0299999713897705,1.0700000524520874,77500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.0700000524520874,1.0700000524520874,1.0399999618530271,1.0399999618530271,13400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.0399999618530271,1.059999942779541,1.0399999618530271,1.0399999618530271,33300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.0399999618530271,1.0499999523162842,1.0299999713897705,1.0299999713897705,20100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.0199999809265137,1.0499999523162842,1.0199999809265137,1.0199999809265137,38400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.0199999809265137,1.0399999618530271,1.0199999809265137,1.0299999713897705,13500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.0199999809265137,1.0299999713897705,1.0099999904632568,1.0199999809265137,16300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.0099999904632568,1.0299999713897705,1.0099999904632568,1.0199999809265137,42300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.0099999904632568,1.0399999618530271,1.0099999904632568,1.0299999713897705,31500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.0499999523162842,1.059999942779541,1.0199999809265137,1.0399999618530271,74000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.0299999713897705,1.059999942779541,1.0299999713897705,1.059999942779541,78900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.0499999523162842,1.0499999523162842,1.0299999713897705,1.0299999713897705,24500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.0199999809265137,1.0399999618530271,1.0199999809265137,1.0199999809265137,8100.0,,,,,,,,,,
