Date,Open,High,Low,Close,Volume,"('Adj Close', 'BDTX')","('Close', 'BDTX')","('High', 'BDTX')","('Low', 'BDTX')","('Open', 'BDTX')","('Volume', 'BDTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.819999933242798,3.059999942779541,2.799999952316284,2.9100000858306885,374000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.890000104904175,2.9100000858306885,2.634999990463257,2.740000009536743,292100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.7799999713897705,2.809999942779541,2.680000066757202,2.720000028610229,224700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.680000066757202,2.75,2.5299999713897705,2.7300000190734863,128400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.740000009536743,2.8499999046325684,2.6050000190734863,2.819999933242798,364000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.8299999237060547,3.125,2.7709999084472656,3.039999961853028,842800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.049999952316284,3.0899999141693115,2.9600000381469727,3.009999990463257,326700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.940000057220459,3.0220000743865967,2.890000104904175,2.990000009536743,293600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.990000009536743,3.065000057220459,2.950000047683716,2.9800000190734863,443400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.970000028610229,2.970000028610229,2.740000009536743,2.819999933242798,400600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.75,2.759999990463257,2.5999999046325684,2.7300000190734863,533100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.75,2.799999952316284,2.650000095367432,2.7300000190734863,333700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.7300000190734863,2.7699999809265137,2.6050000190734863,2.759999990463257,222600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.75,2.890000104904175,2.6549999713897705,2.6700000762939453,241300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.7100000381469727,2.8499999046325684,2.690000057220459,2.8399999141693115,279600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.880000114440918,2.9200000762939453,2.7699999809265137,2.799999952316284,150700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.809999942779541,2.869999885559082,2.720000028610229,2.8499999046325684,113300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.8499999046325684,2.931999921798706,2.759999990463257,2.900000095367432,238600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.880000114440918,3.150000095367432,2.845000028610229,3.0199999809265137,1865400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.049999952316284,3.559000015258789,2.940000057220459,3.5299999713897705,922400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.559999942779541,4.090000152587891,3.384999990463257,3.839999914169312,1191100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.910000085830689,4.284999847412109,3.900000095367432,4.260000228881836,1029200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.179999828338623,4.400000095367432,4.090000152587891,4.389999866485596,743800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.170000076293945,4.360000133514404,3.829999923706055,3.9800000190734863,458400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.039999961853027,4.175000190734863,3.865000009536743,3.930000066757202,336400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.940000057220459,4.019999980926514,3.569999933242798,3.869999885559082,1561700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.910000085830689,4.494999885559082,3.900000095367432,4.46999979019165,1737700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.440000057220459,4.639999866485596,4.185999870300293,4.230000019073486,387900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.199999809265137,4.489999771118164,4.099999904632568,4.340000152587891,774300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.199999809265137,4.230000019073486,4.070000171661377,4.139999866485596,448500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.199999809265137,4.945000171661377,4.199999809265137,4.860000133514404,1453200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,4.809999942779541,5.090000152587891,4.610000133514404,5.059999942779541,900700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.0,5.579999923706055,4.800000190734863,5.349999904632568,1759900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.300000190734863,5.650000095367432,4.650000095367432,4.869999885559082,1746300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,4.840000152587891,4.940000057220459,4.550000190734863,4.670000076293945,432200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,4.670000076293945,4.769999980926514,4.454999923706055,4.489999771118164,324600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,4.53000020980835,4.769999980926514,4.449999809265137,4.699999809265137,341400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,4.75,5.005000114440918,4.75,4.880000114440918,302600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,4.920000076293945,5.119999885559082,4.804999828338623,4.889999866485596,280700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,4.860000133514404,5.599999904632568,4.791999816894531,4.949999809265137,1275500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,5.21999979019165,5.28000020980835,4.960000038146973,5.144999980926514,452000.0,,,,,,,,,,
