Date,Open,High,Low,Close,Volume,"('Adj Close', 'MDU')","('Close', 'MDU')","('High', 'MDU')","('Low', 'MDU')","('Open', 'MDU')","('Volume', 'MDU')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,10.914127349853516,10.991689682006836,10.847644805908203,10.919668197631836,2220150.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,10.836565017700195,10.869806289672852,10.742382049560549,10.819945335388184,2021781.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,10.76454257965088,10.869806289672852,10.725762367248535,10.742382049560549,2031889.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,10.720222473144531,10.875346183776855,10.686981201171877,10.814403533935549,3292501.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,10.792243957519531,10.9639892578125,10.76454257965088,10.9639892578125,1929004.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,10.914127349853516,10.914127349853516,10.831025123596191,10.891966819763184,1129750.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,10.875346183776855,10.88642692565918,10.786704063415527,10.853185653686523,1259890.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,10.786704063415527,10.858725547790527,10.686981201171877,10.825485229492188,2780422.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.897506713867188,10.92520809173584,10.759002685546877,10.797783851623535,1423062.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,10.725762367248535,10.736842155456545,10.570636749267578,10.581716537475586,1631359.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.47645378112793,10.537396430969238,10.44321346282959,10.493075370788574,1641828.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.509695053100586,10.531855583190918,10.459834098815918,10.51523494720459,1460426.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.526315689086914,10.576176643371582,10.409972190856934,10.531855583190918,1807166.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,10.587258338928224,10.659279823303224,10.554017066955566,10.63711929321289,1252670.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,10.69252109527588,10.714680671691896,10.459834098815918,10.509695053100586,1555369.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,10.609417915344238,10.614957809448242,10.459834098815918,10.493075370788574,2090371.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,10.614957809448242,10.781163215637209,10.603878021240234,10.775623321533203,1882976.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,10.8421049118042,10.897506713867188,10.73130226135254,10.775623321533203,1937848.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,10.7700834274292,10.864266395568848,10.720222473144531,10.8421049118042,1223610.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,10.759002685546877,10.947367668151855,10.759002685546877,10.914127349853516,1114046.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,10.941827774047852,10.99722957611084,10.808863639831545,10.808863639831545,2051924.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,10.836565017700195,11.052632331848145,10.819945335388184,11.052632331848145,1380103.0,,,,,,,,,,
