Date,Open,High,Low,Close,Volume,"('Adj Close', 'BRKR')","('Close', 'BRKR')","('High', 'BRKR')","('Low', 'BRKR')","('Open', 'BRKR')","('Volume', 'BRKR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,72.69999694824219,73.8499984741211,72.08999633789062,72.30000305175781,693700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,71.80000305175781,71.80000305175781,68.72000122070312,69.20999908447266,585300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,69.12999725341797,70.87999725341797,69.0999984741211,70.37999725341797,943800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,69.80000305175781,70.47000122070312,68.97000122070312,69.43000030517578,520900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,69.45999908447266,72.66000366210938,68.80999755859375,72.54000091552734,1445900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,71.51000213623047,73.33000183105469,71.2300033569336,71.5999984741211,1100700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,71.86000061035156,71.94999694824219,70.83999633789062,71.86000061035156,591600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,71.88999938964844,72.08000183105469,70.80999755859375,71.37999725341797,591700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,71.88999938964844,72.41000366210938,70.91999816894531,71.23999786376953,397000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,70.63999938964844,71.61000061035156,70.30000305175781,70.91999816894531,741900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,70.33000183105469,71.30999755859375,69.12999725341797,69.69999694824219,692200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,70.2300033569336,71.66999816894531,69.91999816894531,71.5,497300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,71.36000061035156,72.44000244140625,70.86000061035156,71.94000244140625,1818800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,72.5,73.38999938964844,72.27999877929688,72.9000015258789,536300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,73.13999938964844,73.16999816894531,71.70999908447266,71.93000030517578,408400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,72.7300033569336,72.7300033569336,71.0199966430664,71.52999877929688,373000.0,,,,,,,,,,
