Date,Open,High,Low,Close,Volume,"('Adj Close', 'KMB')","('Close', 'KMB')","('High', 'KMB')","('Low', 'KMB')","('Open', 'KMB')","('Volume', 'KMB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,121.1999969482422,123.27999877929688,121.1999969482422,122.36000061035156,2347700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,122.83000183105467,123.2699966430664,121.3000030517578,121.73999786376952,1742500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,121.87999725341795,123.16999816894533,121.62999725341795,122.52999877929688,2018600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,122.5199966430664,123.0199966430664,121.47000122070312,122.25,1394100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,122.9499969482422,123.2699966430664,122.12000274658205,123.20999908447266,1535700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,123.3000030517578,123.6500015258789,122.5500030517578,123.63999938964844,1403200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,123.68000030517578,123.93000030517578,122.4499969482422,123.2699966430664,1899500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,123.5500030517578,124.0199966430664,122.77999877929688,123.81999969482422,1608400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,124.33000183105467,124.63999938964844,123.70999908447266,124.16999816894533,1201800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,124.08999633789062,124.2300033569336,122.12000274658205,123.06999969482422,2725600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,122.7699966430664,124.33000183105467,122.70999908447266,123.31999969482422,1822200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,122.37000274658205,123.33999633789062,122.16000366210938,123.04000091552734,1348000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,123.16999816894533,123.56999969482422,122.44000244140624,122.7699966430664,1806000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,122.61000061035156,123.0,121.93000030517578,122.33999633789062,1925000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,123.6999969482422,125.5,123.25,124.9499969482422,3656800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,119.70999908447266,121.0199966430664,117.7699966430664,118.04000091552734,6020600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,118.1500015258789,120.58000183105467,117.91999816894533,120.48999786376952,2769500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,120.47000122070312,121.22000122070312,119.94000244140624,121.16999816894533,2579700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,121.30999755859376,121.56999969482422,120.47000122070312,121.2699966430664,1823100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,121.3499984741211,121.83999633789062,119.91999816894533,121.6999969482422,1949800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,122.19000244140624,122.3499984741211,120.13999938964844,120.97000122070312,2586300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,120.6999969482422,123.4800033569336,119.6500015258789,123.43000030517578,1939700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,123.5500030517578,123.86000061035156,122.02999877929688,122.26000213623048,2485800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,122.0999984741211,122.4499969482422,120.87999725341795,120.9800033569336,2232500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,120.93000030517578,121.77999877929688,120.58999633789062,121.33000183105467,1741500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,122.0199966430664,122.0199966430664,120.63999938964844,121.06999969482422,1903500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,120.88999938964844,121.0,119.6999969482422,120.2699966430664,1985800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,120.08000183105467,120.47000122070312,119.11000061035156,119.80999755859376,1612700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,119.5,120.08000183105467,118.81999969482422,120.06999969482422,1651100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,120.41999816894533,120.79000091552734,118.0999984741211,118.5500030517578,1789200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,117.97000122070312,118.61000061035156,117.66999816894533,118.4000015258789,1590600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,118.6500015258789,118.83000183105467,118.0500030517578,118.79000091552734,1591000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,119.0999984741211,119.0999984741211,117.93000030517578,118.29000091552734,1731300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,118.8000030517578,120.4800033569336,118.66000366210938,119.1500015258789,2293200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,119.58000183105467,120.4800033569336,119.41000366210938,120.4499969482422,1301100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,119.76000213623048,121.26000213623048,118.62000274658205,121.0500030517578,1679800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,121.36000061035156,122.6500015258789,120.9499969482422,121.63999938964844,1488300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,121.47000122070312,122.08000183105467,121.06999969482422,121.2300033569336,1413500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,120.98999786376952,121.5,120.48999786376952,121.19000244140624,1162600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,121.08999633789062,121.58999633789062,120.52999877929688,121.2300033569336,1080400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,121.1999969482422,121.8499984741211,120.54000091552734,121.16999816894533,3266000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,121.7300033569336,123.06999969482422,121.0,122.9000015258789,2340800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,123.06999969482422,124.87999725341795,122.9800033569336,123.48999786376952,3453100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,123.77999877929688,124.4000015258789,122.98999786376952,123.62000274658205,2359100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,123.56999969482422,124.9800033569336,123.25,124.80999755859376,2563600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,124.0,126.0500030517578,123.45999908447266,125.9000015258789,2629200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,125.70999908447266,126.13999938964844,124.83999633789062,125.6500015258789,2003400.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,126.12000274658205,126.8499984741211,125.83000183105467,126.77999877929688,1261000.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,126.58999633789062,127.58999633789062,126.30999755859376,126.70999908447266,1888400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,126.9800033569336,127.9499969482422,126.54000091552734,127.9000015258789,1829600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,127.4800033569336,127.86000061035156,124.47000122070312,124.80999755859376,2560200.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,123.38999938964844,125.4499969482422,123.38999938964844,124.47000122070312,6510800.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,124.4000015258789,125.37999725341795,124.18000030517578,124.2300033569336,2156000.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,124.77999877929688,125.36000061035156,124.20999908447266,125.0500030517578,1668500.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,124.91999816894533,125.22000122070312,124.16999816894533,124.41999816894533,1326900.0,,,,,,,,,,
