Date,Open,High,Low,Close,Volume,"('Adj Close', 'BC')","('Close', 'BC')","('High', 'BC')","('Low', 'BC')","('Open', 'BC')","('Volume', 'BC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,94.81999969482422,97.02999877929688,94.05999755859376,95.0,1198600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,93.23999786376952,93.23999786376952,89.80000305175781,89.98999786376953,850900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,89.02999877929688,89.55999755859375,87.7699966430664,89.25,966100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,88.81999969482422,90.86000061035156,88.04000091552734,89.63999938964844,798900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,89.79000091552734,91.20999908447266,88.9800033569336,90.62000274658205,636400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,89.80000305175781,90.36000061035156,89.0199966430664,89.5199966430664,611000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,89.66000366210938,90.0199966430664,88.30999755859375,88.3499984741211,513600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,88.43000030517578,88.8499984741211,87.08000183105469,88.25,468600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,89.2300033569336,89.52999877929688,86.41000366210938,86.63999938964844,464400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,85.58999633789062,86.0999984741211,84.83000183105469,85.94999694824219,503400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,85.44000244140625,86.5,84.95999908447266,85.30000305175781,444400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,85.44999694824219,86.37999725341797,84.48999786376953,85.58000183105469,517100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,85.69999694824219,87.16000366210938,84.94999694824219,86.8499984741211,588000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,87.44000244140625,88.72000122070312,87.33999633789062,87.83999633789062,490500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,88.79000091552734,89.69000244140625,86.02999877929688,86.12999725341797,389800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,87.0,87.0,83.58999633789062,84.36000061035156,549100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,82.66999816894531,84.6500015258789,82.12999725341797,83.4000015258789,953100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,84.19999694824219,85.04000091552734,82.4800033569336,82.87999725341797,603100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,82.9000015258789,85.4800033569336,82.62000274658203,85.1500015258789,875300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,83.55999755859375,84.1500015258789,81.7699966430664,82.2699966430664,1731500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,82.26000213623047,83.1500015258789,80.38999938964844,80.68000030517578,1436800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,81.44000244140625,85.69999694824219,81.0999984741211,84.48999786376953,3110200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,83.31999969482422,86.69999694824219,82.68000030517578,85.5999984741211,1848300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,84.30999755859375,85.37999725341797,83.8499984741211,84.25,1302700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,84.0,84.73999786376953,83.75,84.04000091552734,940100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,84.33000183105469,84.33000183105469,82.94999694824219,83.47000122070312,405900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,84.06999969482422,85.5199966430664,84.04000091552734,84.68000030517578,470900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,84.69999694824219,86.23999786376953,84.0199966430664,86.22000122070312,565100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,86.25,88.45999908447266,86.08999633789062,87.87000274658203,626500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,84.29000091552734,85.36000061035156,83.62000274658203,85.18000030517578,909700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,86.69999694824219,87.04000091552734,85.01000213623047,86.63999938964844,489700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,88.30000305175781,88.69999694824219,87.20999908447266,88.08999633789062,482300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,87.08000183105469,87.54000091552734,86.37999725341797,86.41999816894531,371500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,88.20999908447266,88.20999908447266,86.16999816894531,87.19000244140625,428800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,86.83000183105469,88.31999969482422,86.58000183105469,87.79000091552734,364300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,87.91000366210938,89.16999816894531,87.76000213623047,88.7699966430664,510600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,88.58000183105469,88.58000183105469,87.12999725341797,87.66999816894531,618900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,87.77999877929688,88.9800033569336,86.95999908447266,86.97000122070312,453000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,87.86000061035156,87.86000061035156,86.01000213623047,86.43000030517578,508700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,85.16999816894531,86.68000030517578,85.08000183105469,86.48999786376953,503200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,87.23999786376953,87.77999877929688,86.54000091552734,87.4000015258789,567200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,87.30999755859375,87.94999694824219,85.7300033569336,87.87000274658203,324700.0,,,,,,,,,,
