Date,Open,High,Low,Close,Volume,"('Adj Close', 'HLNE')","('Close', 'HLNE')","('High', 'HLNE')","('Low', 'HLNE')","('Open', 'HLNE')","('Volume', 'HLNE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,112.5,112.70999908447266,109.83000183105467,111.79000091552734,168700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,110.9000015258789,111.58499908447266,108.0500030517578,108.23999786376952,216600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,108.61000061035156,109.14800262451172,107.62000274658205,107.7699966430664,120500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,106.87999725341795,108.76000213623048,106.58000183105467,107.80999755859376,136700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,108.0500030517578,110.3000030517578,107.8000030517578,110.25,129100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,109.1999969482422,110.1449966430664,108.45999908447266,108.9499969482422,118400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,108.54000091552734,111.16000366210938,107.86000061035156,111.13999938964844,131200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,108.75,110.5199966430664,107.71499633789062,110.36000061035156,185400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,111.73999786376952,112.95999908447266,109.83000183105467,112.52999877929688,261500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,112.08000183105467,113.58000183105467,110.83999633789062,113.45999908447266,162400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,111.87000274658205,114.23500061035156,111.87000274658205,114.05999755859376,153900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,115.04000091552734,115.41999816894533,113.27999877929688,115.3000030517578,157000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,115.87000274658205,119.1999969482422,115.33999633789062,118.70999908447266,205000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,120.25,121.05999755859376,119.3000030517578,119.83000183105467,242400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,120.79000091552734,120.79000091552734,115.9000015258789,116.87999725341795,293400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,118.5999984741211,118.5999984741211,114.5,114.5,555000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,116.38999938964844,116.66999816894533,114.66999816894533,115.76000213623048,225200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,116.37000274658205,116.63999938964844,115.2300033569336,115.5999984741211,110400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,115.4499969482422,118.2300033569336,115.4499969482422,118.12000274658205,115000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,117.5999984741211,118.2300033569336,117.44000244140624,117.9000015258789,90600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,117.12000274658205,118.86000061035156,115.80999755859376,115.94000244140624,158100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,116.31999969482422,118.52999877929688,114.6999969482422,118.5,131000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,117.08000183105467,120.375,116.76000213623048,119.76000213623048,176500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,118.3499984741211,119.43000030517578,116.1999969482422,119.0500030517578,172900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,113.0999984741211,115.23999786376952,108.58000183105467,112.29000091552734,546900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,112.62000274658205,114.66000366210938,110.91999816894533,114.12000274658205,291000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,113.5,116.22000122070312,112.96099853515624,113.18000030517578,278800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,114.12999725341795,116.33000183105467,112.97000122070312,115.87999725341795,339000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,116.20999908447266,117.81999969482422,115.93000030517578,116.62000274658205,258500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,113.08999633789062,113.927001953125,109.79000091552734,110.87000274658205,302500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,112.29000091552734,116.4000015258789,112.01000213623048,116.26000213623048,275200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,117.5,120.13500213623048,116.54000091552734,118.27999877929688,304800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,118.0,120.06300354003906,117.43000030517578,119.44000244140624,249100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,118.1999969482422,118.66999816894533,116.875,117.61000061035156,220300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,117.0999984741211,118.02999877929688,115.56500244140624,116.91000366210938,210400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,117.08999633789062,120.30999755859376,117.08999633789062,119.44000244140624,178600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,119.76000213623048,120.13500213623048,118.55999755859376,119.0500030517578,143100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,118.72000122070312,121.9000015258789,116.66000366210938,116.72000122070312,260900.0,,,,,,,,,,
