Date,Open,High,Low,Close,Volume,"('Adj Close', 'LVS')","('Close', 'LVS')","('High', 'LVS')","('Low', 'LVS')","('Open', 'LVS')","('Volume', 'LVS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,48.90999984741211,51.43999862670898,48.880001068115234,51.33000183105469,7502600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,50.68999862670898,51.290000915527344,50.27000045776367,50.66999816894531,5108100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,50.52000045776367,50.77000045776367,49.97999954223633,50.25,3755300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,50.27999877929688,51.119998931884766,49.93999862670898,50.810001373291016,2946100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,50.380001068115234,51.810001373291016,50.209999084472656,51.77999877929688,3889500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,51.08000183105469,51.27000045776367,49.869998931884766,50.0099983215332,4407200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,49.880001068115234,50.119998931884766,49.130001068115234,49.290000915527344,3414200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,49.36000061035156,49.91999816894531,48.5,49.75,4625700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,49.84000015258789,50.22999954223633,49.43999862670898,49.61000061035156,3741300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,49.0,49.29999923706055,48.75,49.040000915527344,3708200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,48.41999816894531,48.41999816894531,47.540000915527344,48.22999954223633,5631600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,48.61000061035156,49.68999862670898,48.52000045776367,49.52000045776367,4219100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,49.40999984741211,49.43000030517578,48.43000030517578,48.84999847412109,7616800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,48.66999816894531,48.86000061035156,47.650001525878906,47.93000030517578,7206400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,48.5099983215332,49.09999847412109,48.5,49.02000045776367,5392000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,50.0,50.59999847412109,49.619998931884766,49.63999938964844,9465400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,51.54999923706055,51.54999923706055,49.130001068115234,50.150001525878906,9263900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,50.220001220703125,50.27999877929688,49.29999923706055,50.02999877929688,4810600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,49.880001068115234,50.63999938964844,49.40999984741211,50.400001525878906,4098300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,49.86000061035156,49.95000076293945,49.36000061035156,49.5099983215332,4928900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,49.36000061035156,49.81999969482422,48.90999984741211,48.91999816894531,3618200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,49.93999862670898,51.220001220703125,49.84999847412109,50.84999847412109,5728100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,50.38999938964844,50.790000915527344,49.84999847412109,50.47999954223633,3881700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,49.9900016784668,51.38999938964844,49.81999969482422,51.11000061035156,5924200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,51.43999862670898,52.369998931884766,51.22999954223633,52.16999816894531,5013900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,52.400001525878906,53.38999938964844,52.27000045776367,52.75,6731500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,53.5,54.29999923706055,53.29999923706055,53.61000061035156,6141100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,53.790000915527344,53.86000061035156,53.09000015258789,53.619998931884766,3364700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,53.43999862670898,54.4900016784668,53.43999862670898,54.459999084472656,4271600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,53.619998931884766,54.34000015258789,53.25,53.86000061035156,4480500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,54.04999923706055,54.790000915527344,54.0,54.47999954223633,4446300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,54.47999954223633,55.13999938964844,54.34000015258789,54.970001220703125,3753000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,54.900001525878906,55.65999984741211,54.68000030517578,55.25,4400100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,55.0,55.04999923706055,52.619998931884766,53.060001373291016,5232700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,52.93000030517578,53.709999084472656,52.630001068115234,53.4900016784668,4060900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,54.310001373291016,54.380001068115234,53.560001373291016,53.650001525878906,2515400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,53.790000915527344,55.0099983215332,53.709999084472656,54.75,3320600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,54.75,54.90999984741211,53.81999969482422,53.93000030517578,3007100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,54.2599983215332,54.310001373291016,53.130001068115234,53.400001525878906,3463000.0,,,,,,,,,,
