Date,Open,High,Low,Close,Volume,"('Adj Close', 'RRBI')","('Close', 'RRBI')","('High', 'RRBI')","('Low', 'RRBI')","('Open', 'RRBI')","('Volume', 'RRBI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,56.16999816894531,56.63999938964844,55.36000061035156,55.959999084472656,19500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,55.93000030517578,55.93000030517578,53.91999816894531,54.040000915527344,10400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,54.34999847412109,54.34999847412109,53.34999847412109,53.34999847412109,7200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,54.358001708984375,54.358001708984375,53.38999938964844,53.72999954223633,16200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,53.619998931884766,53.84999847412109,52.755001068115234,53.84999847412109,12600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,52.62300109863281,52.95000076293945,51.93999862670898,52.61000061035156,8600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,52.61000061035156,52.89500045776367,52.15499877929688,52.88999938964844,10200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,52.5,53.34000015258789,52.0099983215332,53.33000183105469,6400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,53.84000015258789,54.65499877929688,53.78900146484375,54.43000030517578,3800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,53.70000076293945,53.70000076293945,52.02999877929688,52.02999877929688,6100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,51.9900016784668,52.60499954223633,51.77999877929688,51.84000015258789,4200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,51.84000015258789,52.25,51.68000030517578,52.18000030517578,21900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,52.18000030517578,53.16999816894531,52.18000030517578,53.16999816894531,9200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,53.47999954223633,54.54999923706055,53.35200119018555,54.54999923706055,8600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,54.7400016784668,54.7400016784668,53.150001525878906,53.900001525878906,11000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,53.5,53.5,52.93000030517578,52.93000030517578,6100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,53.18999862670898,53.29999923706055,51.0,51.970001220703125,13200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,52.0,52.0,51.0099983215332,51.880001068115234,5000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,51.01499938964844,52.88999938964844,51.01499938964844,52.880001068115234,6000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,53.0,54.0,51.93000030517578,53.369998931884766,5400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,52.04999923706055,52.04999923706055,51.209999084472656,51.209999084472656,5300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,51.650001525878906,53.400001525878906,51.040000915527344,53.400001525878906,12100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,53.04999923706055,54.20000076293945,52.04999923706055,52.04999923706055,6800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,51.52999877929688,52.59999847412109,51.43000030517578,51.470001220703125,10300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,50.380001068115234,50.95000076293945,49.91999816894531,50.95000076293945,12400.0,,,,,,,,,,
