Date,Open,High,Low,Close,Volume,"('Adj Close', 'BMRN')","('Close', 'BMRN')","('High', 'BMRN')","('Low', 'BMRN')","('Open', 'BMRN')","('Volume', 'BMRN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,96.4499969482422,98.27999877929688,96.02999877929688,98.0500030517578,1109900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,98.98999786376952,98.98999786376952,96.08000183105467,96.68000030517578,913200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,96.66999816894533,98.44000244140624,96.5,97.7300033569336,1081400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,96.63999938964844,97.08000183105467,95.80999755859376,96.47000122070312,690700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,96.20999908447266,99.25,94.91999816894533,99.0,962700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,98.19000244140624,98.2300033569336,95.16999816894533,96.12999725341795,1192600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,96.37999725341795,96.9499969482422,95.04000091552734,95.88999938964844,978000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,95.12999725341795,96.6500015258789,94.5199966430664,96.0,1921800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,95.51000213623048,96.5999984741211,92.95999908447266,93.33000183105467,1744500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,92.97000122070312,94.08000183105467,92.08000183105467,93.45999908447266,1074000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,92.98999786376952,93.87999725341795,92.0999984741211,93.43000030517578,729700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,93.52999877929688,93.80999755859376,92.08000183105467,92.52999877929688,838000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,92.69000244140624,92.93000030517578,91.8499984741211,92.25,1116400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,92.0,94.22000122070312,91.5,94.04000091552734,1261800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,94.51000213623048,94.51000213623048,92.43000030517578,93.04000091552734,1760100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,93.3000030517578,93.86000061035156,92.11000061035156,92.30999755859376,1139700.0,,,,,,,,,,
