Date,Open,High,Low,Close,Volume,"('Adj Close', 'AWI')","('Close', 'AWI')","('High', 'AWI')","('Low', 'AWI')","('Open', 'AWI')","('Volume', 'AWI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,97.18000030517578,98.36000061035156,97.04000091552734,97.58000183105467,277700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,96.70999908447266,97.31999969482422,95.29000091552734,95.4499969482422,379300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,95.66000366210938,96.47000122070312,95.5500030517578,95.62000274658205,576900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,95.5500030517578,97.87000274658205,95.23999786376952,97.62999725341795,387000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,97.76000213623048,98.87999725341795,97.58999633789062,98.52999877929688,443300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,97.69000244140624,99.7300033569336,97.5,99.1500015258789,371500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,100.0,100.80999755859376,99.5199966430664,100.4499969482422,312900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,99.7699966430664,100.43000030517578,99.22000122070312,99.62000274658205,409100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,100.06999969482422,100.06999969482422,98.12999725341795,98.58999633789062,337400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,98.0,98.80999755859376,97.62000274658205,98.62000274658205,260200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,98.0199966430664,99.12999725341795,97.87000274658205,97.87999725341795,260200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,98.55999755859376,98.81999969482422,97.61000061035156,98.62999725341795,284500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,98.76000213623048,99.5500030517578,97.6500015258789,99.48999786376952,253000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,100.3499984741211,101.29000091552734,100.30999755859376,100.63999938964844,256200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,100.5,101.69000244140624,98.16999816894533,98.2699966430664,233600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,98.93000030517578,98.93000030517578,96.69000244140624,96.75,162300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,97.7300033569336,98.29000091552734,97.47000122070312,98.16000366210938,228100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,98.44000244140624,98.83999633789062,97.7699966430664,98.6999969482422,217100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,98.47000122070312,100.41999816894533,98.47000122070312,100.25,338100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,99.83999633789062,101.08000183105467,99.62999725341795,100.70999908447266,199800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,100.26000213623048,101.61000061035156,99.11000061035156,99.20999908447266,261400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,99.91999816894533,102.25,99.30999755859376,102.25,233300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,101.12999725341795,103.44000244140624,100.5500030517578,102.2699966430664,263800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,101.26000213623048,101.41999816894533,99.62999725341795,100.66999816894533,243300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,100.33000183105467,101.0999984741211,100.33000183105467,100.77999877929688,171400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,101.87000274658205,103.45999908447266,101.83999633789062,102.9499969482422,249900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,104.05999755859376,105.0,103.36000061035156,104.61000061035156,505500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,104.43000030517578,105.38999938964844,103.80999755859376,104.8499984741211,303200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,104.8499984741211,106.4499969482422,104.55999755859376,105.51000213623048,333700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,102.75,104.5,101.7300033569336,103.79000091552734,392600.0,,,,,,,,,,
