Date,Open,High,Low,Close,Volume,"('Adj Close', 'ATNI')","('Close', 'ATNI')","('High', 'ATNI')","('Low', 'ATNI')","('Open', 'ATNI')","('Volume', 'ATNI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,38.59999847412109,39.59000015258789,38.209999084472656,39.400001525878906,73100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,39.27000045776367,39.43000030517578,38.41999816894531,38.650001525878906,58200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,38.790000915527344,39.150001525878906,37.65999984741211,37.93999862670898,60400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,37.58000183105469,38.43000030517578,37.58000183105469,38.09000015258789,43400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,38.27000045776367,38.709999084472656,37.75,38.619998931884766,45500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,38.119998931884766,38.27999877929688,37.70000076293945,37.91999816894531,37400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,37.91999816894531,37.97999954223633,37.52999877929688,37.90999984741211,29100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,37.79999923706055,37.88999938964844,36.63999938964844,36.83000183105469,42700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,37.38999938964844,37.5099983215332,36.970001220703125,37.20000076293945,32700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.84000015258789,37.619998931884766,36.81999969482422,37.209999084472656,31600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,36.68000030517578,37.09000015258789,36.34999847412109,36.40999984741211,37900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,36.619998931884766,36.77999877929688,35.209999084472656,35.599998474121094,27000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,35.81999969482422,36.130001068115234,35.310001373291016,36.06999969482422,28200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.220001220703125,37.4900016784668,36.20000076293945,37.380001068115234,36600.0,,,,,,,,,,
