Date,Open,High,Low,Close,Volume,"('Adj Close', 'FIZZ')","('Close', 'FIZZ')","('High', 'FIZZ')","('Low', 'FIZZ')","('Open', 'FIZZ')","('Volume', 'FIZZ')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,49.27000045776367,53.29999923706055,49.27000045776367,53.13999938964844,356200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,53.27999877929688,53.58000183105469,52.52000045776367,53.02999877929688,327300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,53.290000915527344,53.56999969482422,52.25,52.380001068115234,268100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,52.06999969482422,52.40999984741211,50.7400016784668,51.41999816894531,260300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,51.68999862670898,51.86000061035156,50.75,51.04999923706055,145300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,50.65999984741211,50.75,50.0,50.09999847412109,152000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,50.0099983215332,50.47999954223633,49.630001068115234,50.43000030517578,136900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,50.22999954223633,50.22999954223633,49.52999877929688,49.810001373291016,169000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,50.220001220703125,50.38999938964844,49.93000030517578,50.22999954223633,131100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,49.790000915527344,49.970001220703125,46.54999923706055,46.65999984741211,445400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,46.43999862670898,48.20000076293945,46.18999862670898,48.130001068115234,215700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,47.95000076293945,48.290000915527344,47.84000015258789,48.2599983215332,113600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,48.36000061035156,48.36000061035156,46.81999969482422,47.0,293500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,47.38999938964844,48.459999084472656,47.0099983215332,47.93999862670898,317800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,48.33000183105469,48.33000183105469,47.02999877929688,47.43000030517578,148300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,47.88999938964844,47.88999938964844,46.59999847412109,46.619998931884766,128100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,46.900001525878906,47.34000015258789,46.27000045776367,47.29999923706055,131500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,47.54999923706055,47.75,46.959999084472656,47.16999816894531,127100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,47.20000076293945,47.459999084472656,46.810001373291016,47.459999084472656,127400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,47.29999923706055,47.369998931884766,46.619998931884766,47.09999847412109,93100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,47.040000915527344,47.18999862670898,46.119998931884766,46.2400016784668,156800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,46.27999877929688,47.2400016784668,46.08000183105469,47.220001220703125,101900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,46.77999877929688,46.77999877929688,46.2400016784668,46.58000183105469,136800.0,,,,,,,,,,
