Date,Open,High,Low,Close,Volume,"('Adj Close', 'V')","('Close', 'V')","('High', 'V')","('Low', 'V')","('Open', 'V')","('Volume', 'V')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,259.6099853515625,260.0899963378906,257.6700134277344,258.8699951171875,5471000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,258.54998779296875,258.8599853515625,256.8599853515625,257.9800109863281,4148300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,258.07000732421875,261.0400085449219,258.0,259.6099853515625,3843000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,260.7799987792969,261.4599914550781,258.75,259.69000244140625,3748400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,260.94000244140625,262.6199951171875,259.95001220703125,262.5400085449219,4659000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,262.0,263.6199951171875,261.1400146484375,263.3299865722656,7055800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,264.9700012207031,265.3699951171875,262.8599853515625,264.5599975585937,4355800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,265.4599914550781,266.19000244140625,262.3999938964844,264.0299987792969,5599000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,265.1300048828125,265.54998779296875,263.7099914550781,264.1700134277344,4656100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,263.5199890136719,265.6600036621094,262.3500061035156,265.239990234375,6196400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,264.4200134277344,267.1000061035156,264.3900146484375,266.6300048828125,5118700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,267.8800048828125,268.7799987792969,266.4200134277344,268.1400146484375,6694300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,268.17999267578125,271.1499938964844,267.04998779296875,270.8999938964844,7224600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,272.239990234375,272.3500061035156,270.3599853515625,271.20001220703125,5984300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,271.54998779296875,271.8699951171875,269.9100036621094,271.260009765625,5883000.0,,,,,,,,,,
