Date,Open,High,Low,Close,Volume,"('Adj Close', 'SNOA')","('Close', 'SNOA')","('High', 'SNOA')","('Low', 'SNOA')","('Open', 'SNOA')","('Volume', 'SNOA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.5999999046325684,3.799999952316284,3.5999999046325684,3.5999999046325684,21590.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.799999952316284,3.799999952316284,3.400000095367432,3.799999952316284,13740.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.799999952316284,3.799999952316284,3.400000095367432,3.799999952316284,13390.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,5195.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.799999952316284,3.799999952316284,3.5999999046325684,3.5999999046325684,7330.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.5999999046325684,4.599999904632568,3.400000095367432,3.5999999046325684,690990.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.0,4.400000095367432,3.200000047683716,4.199999809265137,291160.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.0,4.800000190734863,3.799999952316284,4.599999904632568,357210.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.400000095367432,4.599999904632568,3.400000095367432,3.5999999046325684,190555.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.799999952316284,4.0,3.400000095367432,3.5999999046325684,95540.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.5999999046325684,4.0,3.400000095367432,3.5999999046325684,42415.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.5999999046325684,3.5999999046325684,3.200000047683716,3.400000095367432,75555.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.200000047683716,3.5999999046325684,3.0,3.400000095367432,43435.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.400000095367432,3.400000095367432,3.200000047683716,3.200000047683716,16505.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.400000095367432,3.5999999046325684,3.400000095367432,3.400000095367432,18675.0,,,,,,,,,,
