Date,Open,High,Low,Close,Volume,"('Adj Close', 'PEP')","('Close', 'PEP')","('High', 'PEP')","('Low', 'PEP')","('Open', 'PEP')","('Volume', 'PEP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,169.52000427246094,172.99000549316406,169.19000244140625,172.91000366210938,5743100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,175.0,175.1999969482422,172.6999969482422,172.9499969482422,5588200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,171.61000061035156,173.52999877929688,170.5800018310547,171.47000122070312,6283200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,171.57000732421875,171.57000732421875,167.55999755859375,168.94000244140625,5251100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,168.94000244140625,169.72999572753906,167.7899932861328,169.11000061035156,5735600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,167.7899932861328,167.88999938964844,165.92999267578125,167.1699981689453,6268800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,166.58999633789062,167.9600067138672,166.1999969482422,166.9199981689453,4394900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,167.13999938964844,167.13999938964844,164.82000732421875,166.1300048828125,4800700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,166.33999633789062,167.3800048828125,165.57000732421875,167.27000427246094,3546100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,167.27000427246094,167.52000427246094,165.19000244140625,166.1699981689453,4576600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,165.99000549316406,166.72999572753906,165.44000244140625,166.44000244140625,4392300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,165.47000122070312,167.27999877929688,164.99000549316406,167.1699981689453,4709400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,167.13999938964844,167.24000549316406,165.57000732421875,165.77999877929688,6506700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,165.9600067138672,166.7100067138672,165.02000427246094,165.11000061035156,5697400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,164.55999755859375,167.92999267578125,164.36000061035156,167.63999938964844,4932700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,167.63999938964844,167.74000549316406,165.52000427246094,165.60000610351562,4984700.0,,,,,,,,,,
