Date,Open,High,Low,Close,Volume,"('Adj Close', 'FTK')","('Close', 'FTK')","('High', 'FTK')","('Low', 'FTK')","('Open', 'FTK')","('Volume', 'FTK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.950000047683716,3.9800000190734863,3.700000047683716,3.7899999618530273,61500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.7300000190734863,3.809999942779541,3.2300000190734863,3.380000114440918,228000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.430000066757202,3.609999895095825,3.359999895095825,3.569999933242798,108100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.650000095367432,3.740000009536743,3.5199999809265137,3.5999999046325684,52800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.5899999141693115,3.630000114440918,3.5199999809265137,3.539999961853028,24000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.5199999809265137,3.539999961853028,3.450000047683716,3.470000028610229,15600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.450000047683716,3.450000047683716,3.359999895095825,3.380000114440918,20600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.359999895095825,3.369999885559082,3.0899999141693115,3.289999961853028,107400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.2699999809265137,3.400000095367432,3.2699999809265137,3.3399999141693115,29100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.309999942779541,3.3299999237060547,3.180000066757202,3.2300000190734863,90100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.150000095367432,3.2300000190734863,3.130000114440918,3.1600000858306885,50300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.109999895095825,3.1600000858306885,3.0899999141693115,3.0999999046325684,34300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.0999999046325684,3.150000095367432,3.049999952316284,3.059999942779541,36500.0,,,,,,,,,,
