Date,Open,High,Low,Close,Volume,"('Adj Close', 'VST')","('Close', 'VST')","('High', 'VST')","('Low', 'VST')","('Open', 'VST')","('Volume', 'VST')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,38.290000915527344,38.59999847412109,37.810001373291016,38.06999969482422,2722300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,38.02999877929688,38.33000183105469,37.77000045776367,38.18000030517578,2941800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,38.31999969482422,38.7400016784668,38.20000076293945,38.400001525878906,3312200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,38.59000015258789,39.03499984741211,38.43000030517578,38.59000015258789,2625500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,38.65999984741211,39.18999862670898,38.5,39.13999938964844,3977600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,39.0,39.76499938964844,38.41999816894531,39.59000015258789,3582200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,39.68000030517578,39.68000030517578,38.3849983215332,38.459999084472656,2686600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,38.459999084472656,39.09000015258789,38.08000183105469,38.869998931884766,3466500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,39.130001068115234,39.3849983215332,39.08000183105469,39.220001220703125,1978100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,38.95000076293945,39.709999084472656,38.95000076293945,39.31999969482422,2887800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,39.13999938964844,39.994998931884766,39.08000183105469,39.720001220703125,2752000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,39.66999816894531,39.96500015258789,39.08300018310547,39.40999984741211,3238000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,39.560001373291016,40.16999816894531,39.459999084472656,40.16999816894531,2639900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.25,40.4900016784668,39.935001373291016,39.970001220703125,2799000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,40.060001373291016,40.30500030517578,39.52000045776367,39.84999847412109,2988200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,40.130001068115234,40.15999984741211,39.1349983215332,39.22999954223633,1918400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,39.7400016784668,40.54999923706055,39.68999862670898,40.43000030517578,2193500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,40.48500061035156,40.86000061035156,40.310001373291016,40.77999877929688,1739500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,40.790000915527344,40.79999923706055,40.540000915527344,40.560001373291016,1941300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,40.720001220703125,41.2599983215332,40.56999969482422,41.22999954223633,2420300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,41.34999847412109,41.65999984741211,40.775001525878906,41.02999877929688,2626500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,41.02999877929688,43.415000915527344,41.02000045776367,43.2599983215332,5523800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,43.09999847412109,44.959999084472656,42.720001220703125,44.54999923706055,6605400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,44.040000915527344,44.150001525878906,42.90999984741211,43.34999847412109,4184700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,43.29999923706055,43.875,42.93999862670898,43.2599983215332,5362400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,43.43000030517578,44.04999923706055,43.290000915527344,43.7599983215332,2696200.0,,,,,,,,,,
