Date,Open,High,Low,Close,Volume,"('Adj Close', 'IDCC')","('Close', 'IDCC')","('High', 'IDCC')","('Low', 'IDCC')","('Open', 'IDCC')","('Volume', 'IDCC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,108.5,108.5,104.83000183105467,106.26000213623048,335300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,105.73999786376952,106.5199966430664,104.69000244140624,104.7300033569336,347500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,104.8000030517578,105.69000244140624,104.23999786376952,104.43000030517578,223600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,103.91000366210938,104.79000091552734,103.3000030517578,104.33000183105467,204600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,104.91999816894533,105.5999984741211,104.33000183105467,105.5,434400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,103.3499984741211,105.87999725341795,103.3499984741211,104.87000274658205,244100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,105.33999633789062,105.33999633789062,103.76000213623048,104.3499984741211,241400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,104.5,104.95999908447266,103.20999908447266,103.76000213623048,214300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,104.13999938964844,104.2300033569336,103.11000061035156,103.36000061035156,199300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,107.73999786376952,108.20999908447266,103.43000030517578,103.86000061035156,592100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,103.18000030517578,104.4000015258789,102.33000183105467,102.91999816894533,360800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,103.9499969482422,105.22000122070312,102.6500015258789,104.77999877929688,355900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,105.3000030517578,106.56999969482422,103.61000061035156,106.41999816894533,381500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,107.36000061035156,108.20999908447266,106.04000091552734,107.0500030517578,586900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,107.4000015258789,107.87000274658205,105.5,106.04000091552734,359500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,107.4000015258789,107.70999908447266,104.63999938964844,105.1500015258789,240300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,106.62999725341795,106.62999725341795,105.08000183105467,105.37000274658205,293900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,105.52999877929688,105.9800033569336,104.73999786376952,105.33000183105467,190700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,105.11000061035156,107.08999633789062,104.75,106.8000030517578,221200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,106.77999877929688,107.98999786376952,105.7300033569336,107.52999877929688,454000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,106.87000274658205,107.6500015258789,104.4000015258789,105.0500030517578,433800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,105.7699966430664,106.9499969482422,103.36000061035156,104.75,332900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,103.91000366210938,105.47000122070312,103.8000030517578,104.69000244140624,222100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,103.87000274658205,104.33999633789062,102.0,102.91000366210938,300600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,102.83999633789062,103.33999633789062,101.6999969482422,102.98999786376952,333400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,103.41000366210938,103.66000366210938,101.97000122070312,102.4800033569336,175300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,102.06999969482422,104.0,101.37000274658205,103.97000122070312,295300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,104.1999969482422,104.7699966430664,103.30999755859376,103.95999908447266,232100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,104.52999877929688,104.94000244140624,103.8000030517578,104.12999725341795,266500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,101.6500015258789,102.70999908447266,100.5500030517578,102.58000183105467,435900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,103.62999725341795,105.08999633789062,102.9800033569336,104.62999725341795,711400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,112.75,116.87999725341795,106.41999816894533,116.1500015258789,1977000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,115.75,119.86000061035156,113.37999725341795,117.19000244140624,1300200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,115.88999938964844,115.88999938964844,110.26000213623048,110.76000213623048,949100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,109.44000244140624,109.83999633789062,107.91000366210938,108.83999633789062,787800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,110.0,110.62000274658205,109.08000183105467,109.27999877929688,353000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,109.73999786376952,109.9499969482422,107.18000030517578,107.88999938964844,332200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,107.75,109.12000274658205,107.2300033569336,108.41000366210938,307100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,109.22000122070312,109.66999816894533,106.62000274658205,107.47000122070312,329300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,106.9000015258789,108.66000366210938,106.37000274658205,106.6500015258789,297200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,107.94000244140624,108.41000366210938,106.61000061035156,107.0199966430664,583700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,106.80999755859376,108.25,105.43000030517578,107.3000030517578,523500.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,107.80999755859376,108.5999984741211,106.41000366210938,106.63999938964844,287400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,106.30999755859376,106.6999969482422,105.20999908447266,105.77999877929688,539100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,107.27999877929688,108.08000183105467,105.94000244140624,107.30999755859376,359700.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,108.02999877929688,108.20999908447266,104.8000030517578,105.55999755859376,387300.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,105.55999755859376,107.0,104.86000061035156,105.25,386400.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,104.66000366210938,105.2300033569336,104.25,104.83000183105467,295600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,104.87999725341795,105.55999755859376,103.48999786376952,105.20999908447266,351600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,105.75,105.98999786376952,104.0500030517578,104.72000122070312,319600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,105.0500030517578,105.33000183105467,102.58000183105467,103.75,645400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,103.02999877929688,103.83999633789062,101.9000015258789,102.58999633789062,3591300.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,103.9499969482422,105.3000030517578,102.98999786376952,103.83000183105467,554100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,103.16999816894533,103.70999908447266,102.45999908447266,103.44000244140624,460700.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,102.4800033569336,104.5500030517578,102.11000061035156,104.1500015258789,361700.0,,,,,,,,,,
