Date,Open,High,Low,Close,Volume,"('Adj Close', 'ODFL')","('Close', 'ODFL')","('High', 'ODFL')","('Low', 'ODFL')","('Open', 'ODFL')","('Volume', 'ODFL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,201.65499877929688,203.5249938964844,197.10499572753903,198.8699951171875,1171200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,196.7100067138672,196.9949951171875,192.10499572753903,192.55999755859372,1776200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,192.44000244140625,195.08999633789065,190.01499938964844,194.6300048828125,1423200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,194.58999633789065,194.65499877929688,191.2350006103516,191.88499450683597,1093800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,193.71499633789065,196.7700042724609,192.40499877929688,196.35499572753903,1090400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,194.4550018310547,197.3650054931641,193.01499938964844,195.3800048828125,1060800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,194.2949981689453,195.6000061035156,191.4550018310547,195.50999450683597,1195200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,196.07000732421875,196.41000366210935,191.83999633789065,194.4199981689453,1334600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,195.6750030517578,195.6750030517578,191.5500030517578,194.43499755859372,1116000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,193.63999938964844,194.0399932861328,190.125,191.3999938964844,934600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,189.3800048828125,189.53500366210935,187.19000244140625,188.92999267578125,957000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,189.5,191.9550018310547,188.7449951171875,191.1999969482422,1294800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,191.65499877929688,194.3650054931641,190.41000366210935,193.6150054931641,1675000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,195.2250061035156,200.9750061035156,194.9750061035156,200.85499572753903,1730200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,201.07000732421875,202.6499938964844,196.6100006103516,197.1199951171875,1311200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,199.09500122070312,199.2100067138672,195.6649932861328,195.83999633789065,1101800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,197.83999633789065,199.7100067138672,195.7100067138672,197.72000122070312,1043600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,198.80499267578125,199.5,194.4600067138672,196.3350067138672,901000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,194.9550018310547,198.7250061035156,194.1300048828125,198.6150054931641,1169800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,196.3950042724609,199.80999755859372,196.3800048828125,197.93499755859372,1463800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,202.8600006103516,206.27999877929688,190.01499938964844,195.50999450683597,2933000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,192.78500366210935,196.8000030517578,188.08999633789065,196.09500122070312,2317200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,195.7250061035156,205.47999572753903,192.8350067138672,204.34500122070312,2262400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,204.3000030517578,207.77999877929688,201.38999938964844,207.22000122070312,1772800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,208.5,213.82000732421875,207.5,212.7749938964844,1645600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,215.5,224.2250061035156,215.28500366210935,216.2250061035156,2334200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,215.6699981689453,218.66000366210935,214.30499267578125,217.5800018310547,1351600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,218.94000244140625,218.94000244140625,214.3350067138672,217.6649932861328,1610200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,217.22999572753903,218.5500030517578,213.8249969482422,214.5500030517578,1296600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,210.21499633789065,214.3950042724609,209.4199981689453,211.97000122070312,1883800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,212.5,216.375,211.97999572753903,215.56500244140625,1422800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,217.05499267578125,217.4600067138672,212.51499938964844,216.1649932861328,1015800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,215.2700042724609,217.2250061035156,211.58999633789065,211.7250061035156,1150800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,211.19000244140625,211.93499755859372,206.13499450683597,209.7050018310547,1258800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,210.69000244140625,212.7550048828125,208.75999450683597,212.2100067138672,1000400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,214.9499969482422,218.72999572753903,214.38999938964844,218.46499633789065,1029800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,220.1000061035156,222.6999969482422,218.88999938964844,220.1100006103516,1027400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,219.3249969482422,223.6450042724609,219.01499938964844,222.94500732421875,1776600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,222.5,223.4250030517578,218.38499450683597,220.52999877929688,1787400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,217.7250061035156,219.25999450683597,215.7899932861328,216.4499969482422,1037000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,218.68499755859372,221.9600067138672,217.0749969482422,221.2400054931641,1938000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,221.77999877929688,223.68499755859372,219.4949951171875,222.13999938964844,2127600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,223.71499633789065,226.1699981689453,222.56500244140625,223.1150054931641,1386200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,221.0,222.96499633789065,212.2899932861328,215.0399932861328,2101600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,214.5050048828125,219.88999938964844,214.09500122070312,217.72999572753903,1293200.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,219.9850006103516,223.28500366210935,219.7949981689453,221.53500366210935,1078600.0,,,,,,,,,,
