Date,Open,High,Low,Close,Volume,"('Adj Close', 'ENVA')","('Close', 'ENVA')","('High', 'ENVA')","('Low', 'ENVA')","('Open', 'ENVA')","('Volume', 'ENVA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,54.77999877929688,55.900001525878906,54.41999816894531,55.16999816894531,189100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,54.619998931884766,55.150001525878906,53.45000076293945,54.150001525878906,228400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,54.220001220703125,55.0,54.04499816894531,54.65999984741211,219700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,54.27999877929688,55.27999877929688,53.68000030517578,55.02999877929688,224700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,55.5,55.95000076293945,55.459999084472656,55.90999984741211,191300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,54.900001525878906,55.650001525878906,54.86000061035156,55.41999816894531,212600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,54.810001373291016,55.4900016784668,54.810001373291016,55.11000061035156,145100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,54.880001068115234,55.34999847412109,54.32500076293945,55.09000015258789,235000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,55.95000076293945,56.10499954223633,54.79999923706055,54.84999847412109,193100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,54.150001525878906,55.0,53.845001220703125,54.9900016784668,157600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,54.0099983215332,55.06999969482422,54.0099983215332,54.83000183105469,217600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,55.02999877929688,55.095001220703125,53.720001220703125,54.720001220703125,208800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,55.20000076293945,55.68000030517578,54.54999923706055,55.68000030517578,231500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,56.43000030517578,57.47999954223633,56.43000030517578,56.86000061035156,190200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,57.369998931884766,57.59999847412109,56.59000015258789,56.59000015258789,256900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,57.290000915527344,57.58000183105469,56.470001220703125,56.58000183105469,167600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,57.150001525878906,57.59000015258789,57.0099983215332,57.45000076293945,222900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,58.02999877929688,59.0,58.02999877929688,58.58000183105469,189200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,58.83000183105469,59.20000076293945,58.63999938964844,59.0,197500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,58.540000915527344,59.94499969482422,58.435001373291016,58.77000045776367,560300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,62.81999969482422,63.55899810791016,53.90999984741211,54.43000030517578,776400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,54.65999984741211,56.08000183105469,53.810001373291016,55.02999877929688,420500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,54.220001220703125,55.08000183105469,53.880001068115234,53.97999954223633,353400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,53.290000915527344,54.83000183105469,53.16999816894531,54.040000915527344,375900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,53.7400016784668,54.61000061035156,53.58000183105469,54.06999969482422,349400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,54.09999847412109,54.78499984741211,53.400001525878906,54.68999862670898,329100.0,,,,,,,,,,
