Date,Open,High,Low,Close,Volume,"('Adj Close', 'FFWM')","('Close', 'FFWM')","('High', 'FFWM')","('Low', 'FFWM')","('Open', 'FFWM')","('Volume', 'FFWM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.510000228881836,9.859999656677246,9.43000030517578,9.539999961853027,559200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.359999656677246,9.460000038146973,8.649999618530273,9.119999885559082,852600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.199999809265137,9.460000038146973,9.050000190734863,9.210000038146973,431900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.93000030517578,10.149999618530272,9.289999961853027,9.949999809265137,1668800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.829999923706056,10.09000015258789,9.635000228881836,9.859999656677246,592900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.630000114440918,9.850000381469728,9.489999771118164,9.68000030517578,577300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.65999984741211,9.710000038146973,9.420000076293944,9.5600004196167,762100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.449999809265137,9.600000381469728,9.289999961853027,9.399999618530272,594300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.510000228881836,9.649999618530272,9.3100004196167,9.539999961853027,1325400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.420000076293944,10.220000267028809,9.210000038146973,9.949999809265137,1055000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.649999618530272,10.0,9.649999618530272,9.920000076293944,686000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.989999771118164,10.199999809265137,9.829999923706056,9.989999771118164,666000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.010000228881836,10.43000030517578,9.859999656677246,10.399999618530272,567500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,10.649999618530272,10.779999732971191,10.37399959564209,10.770000457763672,720700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,10.899999618530272,11.149999618530272,10.609999656677246,10.75,538300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,10.949999809265137,11.170000076293944,10.84000015258789,10.93000030517578,655400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.470000267028809,11.470000267028809,9.619999885559082,10.220000267028809,2095200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,10.520000457763672,10.675000190734863,10.199999809265137,10.359999656677246,799500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,10.56999969482422,10.720000267028809,10.100000381469728,10.640000343322754,817000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,10.5600004196167,10.710000038146973,10.260000228881836,10.260000228881836,461500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,10.329999923706056,10.329999923706056,9.260000228881836,9.520000457763672,1428200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,9.65999984741211,9.859999656677246,8.390000343322754,9.039999961853027,1264000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.649999618530273,9.15999984741211,8.520000457763672,8.920000076293945,797300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.8100004196167,8.880000114440918,8.399999618530273,8.420000076293945,816700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.40999984741211,8.720000267028809,8.03499984741211,8.100000381469727,754900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,8.170000076293945,8.204999923706055,7.519999980926514,7.929999828338623,1085300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,7.860000133514404,8.220000267028809,7.809999942779541,8.1899995803833,570900.0,,,,,,,,,,
