Date,Open,High,Low,Close,Volume,"('Adj Close', 'BKE')","('Close', 'BKE')","('High', 'BKE')","('Low', 'BKE')","('Open', 'BKE')","('Volume', 'BKE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,47.380001068115234,48.08000183105469,46.81999969482422,48.08000183105469,363100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,47.77000045776367,47.900001525878906,45.79999923706055,45.88999938964844,605400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,45.84999847412109,46.060001373291016,45.36000061035156,45.790000915527344,615800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,44.95000076293945,45.59999847412109,44.290000915527344,44.93000030517578,463600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,45.0,45.400001525878906,44.16999816894531,44.34000015258789,549900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,44.15999984741211,44.540000915527344,42.720001220703125,43.18999862670898,1060000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,43.34000015258789,44.119998931884766,43.150001525878906,43.720001220703125,1524000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,40.560001373291016,41.06999969482422,39.540000915527344,39.88999938964844,747900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,40.040000915527344,40.58000183105469,39.47999954223633,39.66999816894531,490900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,39.09000015258789,39.150001525878906,36.45000076293945,36.560001373291016,1152700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,36.43999862670898,37.04999923706055,35.939998626708984,36.380001068115234,820600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,36.58000183105469,36.58000183105469,35.36000061035156,35.9900016784668,700900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,36.18999862670898,36.38999938964844,35.59000015258789,36.130001068115234,483400.0,,,,,,,,,,
