Date,Open,High,Low,Close,Volume,"('Adj Close', 'STRO')","('Close', 'STRO')","('High', 'STRO')","('Low', 'STRO')","('Open', 'STRO')","('Volume', 'STRO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.25,4.659999847412109,4.179999828338623,4.570000171661377,1351700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.510000228881836,4.619999885559082,4.360000133514404,4.440000057220459,862800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.460000038146973,4.679999828338623,4.389999866485596,4.440000057220459,467800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.25,4.25,3.440000057220459,3.490000009536743,2011900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.509999990463257,3.650000095367432,3.309999942779541,3.5,1933800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.470000028610229,4.050000190734863,3.380000114440918,4.03000020980835,2028300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.03000020980835,4.170000076293945,3.869999885559082,4.110000133514404,844300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.199999809265137,4.380000114440918,4.099999904632568,4.309999942779541,1145200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.380000114440918,4.489999771118164,3.990000009536743,4.0,813500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.099999904632568,4.159999847412109,3.7899999618530273,3.869999885559082,591200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.7899999618530273,4.119999885559082,3.690000057220459,4.110000133514404,419300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.230000019073486,4.230000019073486,3.920000076293945,4.110000133514404,493900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.139999866485596,4.139999866485596,3.859999895095825,4.059999942779541,448800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.050000190734863,4.460000038146973,4.050000190734863,4.460000038146973,601000.0,,,,,,,,,,
