Date,Open,High,Low,Close,Volume,"('Adj Close', 'AXP')","('Close', 'AXP')","('High', 'AXP')","('Low', 'AXP')","('Open', 'AXP')","('Volume', 'AXP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,186.4900054931641,188.7400054931641,186.07000732421875,188.30999755859372,2236600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,186.67999267578125,187.4900054931641,185.58999633789065,186.32000732421875,2720500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,186.00999450683597,188.57000732421875,185.75999450683597,187.13999938964844,2777500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,186.82000732421875,189.50999450683597,186.5200042724609,189.05999755859372,2243000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,188.22000122070312,189.3300018310547,186.3800048828125,189.2100067138672,3442100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,187.8300018310547,187.9900054931641,186.33999633789065,186.7700042724609,2055500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,185.02999877929688,186.1000061035156,183.6699981689453,184.97000122070312,2757800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,185.00999450683597,185.3600006103516,182.0399932861328,185.02999877929688,3493300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,185.8300018310547,186.41000366210935,181.9499969482422,182.0399932861328,3366000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,181.00999450683597,181.1499938964844,178.82000732421875,180.97000122070312,4142900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,179.4499969482422,181.6000061035156,179.0,181.0,2377600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,180.10000610351562,180.19000244140625,177.80999755859375,179.7899932861328,3215200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,181.0,183.3800048828125,179.41000366210938,183.1699981689453,3388500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,184.25999450683597,186.7700042724609,184.05999755859372,185.00999450683597,3145100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,185.67999267578125,186.0200042724609,184.80999755859372,185.47000122070312,2327600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,187.08999633789065,188.4199981689453,185.72999572753903,185.82000732421875,3052500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,186.44000244140625,188.3300018310547,186.42999267578125,188.07000732421875,3472500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,192.5399932861328,204.7700042724609,192.25999450683597,201.42999267578125,13555400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,201.91000366210935,202.8999938964844,199.07000732421875,200.8600006103516,4935500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,200.5,204.44000244140625,200.41000366210935,204.1499938964844,4284600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,202.3999938964844,205.32000732421875,200.66000366210935,200.7400054931641,3495000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,200.3600006103516,203.47000122070312,199.8800048828125,203.22000122070312,3028300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,203.38999938964844,206.97000122070312,203.0,206.41000366210935,3393000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,205.4900054931641,206.72000122070312,203.4199981689453,205.94000244140625,3099300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,205.44000244140625,207.0800018310547,204.0,205.6499938964844,3255300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,207.0800018310547,209.1499938964844,205.6000061035156,209.0800018310547,3272100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,208.25,211.33999633789065,207.9499969482422,211.2100067138672,4136600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,211.5500030517578,214.25,210.41000366210935,212.47000122070312,4785100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,212.25,214.00999450683597,211.6100006103516,212.25999450683597,4041400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,210.22000122070312,210.97000122070312,207.6100006103516,209.6699981689453,3381700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,211.1499938964844,211.2899932861328,208.82000732421875,210.8999938964844,2770800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,211.47000122070312,213.1199951171875,210.6499938964844,212.52999877929688,2644500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,212.52999877929688,214.2899932861328,211.8699951171875,212.55999755859372,2831300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,211.0,213.75,210.27999877929688,212.4900054931641,3341700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,211.6000061035156,212.69000244140625,209.1000061035156,210.88999938964844,2600200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,212.47999572753903,215.5500030517578,212.47999572753903,213.9900054931641,3027800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,215.0,216.32000732421875,214.25999450683597,214.55999755859372,2617000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,213.4199981689453,217.5399932861328,213.25,216.9600067138672,2684500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,217.42999267578125,218.0800018310547,216.3000030517578,217.97999572753903,2428100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,217.17999267578125,219.1999969482422,216.75999450683597,218.02999877929688,2599200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,218.9900054931641,219.7400054931641,217.6499938964844,219.4199981689453,5186500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,219.30999755859372,220.3800048828125,218.42999267578125,219.66000366210935,2342800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,219.07000732421875,219.5800018310547,217.2400054931641,218.91000366210935,2625300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,217.44000244140625,218.8999938964844,216.1199951171875,217.1999969482422,2672300.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,217.6199951171875,219.2899932861328,217.2700042724609,218.4499969482422,2727900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,221.00999450683597,224.69000244140625,220.80999755859372,223.4199981689453,2974100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,223.0399932861328,224.8999938964844,222.83999633789065,223.3699951171875,2242800.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,221.9199981689453,222.3600006103516,218.2899932861328,220.19000244140625,2808200.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,221.2400054931641,223.44000244140625,219.63999938964844,222.6499938964844,2067700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,223.13999938964844,223.4900054931641,221.8699951171875,222.80999755859372,2693100.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,224.27999877929688,224.2899932861328,219.1000061035156,220.47000122070312,2417900.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,220.97999572753903,221.6000061035156,217.22000122070312,218.4600067138672,5266600.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,219.8999938964844,221.72999572753903,218.9900054931641,220.97000122070312,1893000.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,221.0500030517578,221.9499969482422,219.3699951171875,221.69000244140625,1817600.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,221.4900054931641,228.05999755859372,221.22999572753903,227.91000366210935,2249700.0,,,,,,,,,,
