Date,Open,High,Low,Close,Volume,"('Adj Close', 'STX')","('Close', 'STX')","('High', 'STX')","('Low', 'STX')","('Open', 'STX')","('Volume', 'STX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,84.69999694824219,84.80000305175781,82.31999969482422,82.69000244140625,2011400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,81.30999755859375,82.3499984741211,80.06999969482422,80.43000030517578,2874600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,79.83999633789062,81.37000274658203,79.80999755859375,80.7699966430664,1361600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,81.12999725341797,81.81999969482422,79.80999755859375,80.27999877929688,1395200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,80.06999969482422,81.36000061035156,80.06999969482422,80.9800033569336,2167300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,79.94999694824219,80.26000213623047,79.4000015258789,80.11000061035156,1471700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,79.9800033569336,82.75,79.72000122070312,82.66000366210938,2260200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,81.47000122070312,81.83999633789062,79.38999938964844,81.73999786376953,2752000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,82.41000366210938,82.83000183105469,81.87999725341797,82.77999877929688,2112600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,83.61000061035156,85.37000274658203,82.36000061035156,84.80999755859375,3012300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,84.70999908447266,84.76000213623047,82.44000244140625,83.33000183105469,2412400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,84.70999908447266,86.30000305175781,83.12000274658203,83.97000122070312,1720000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,84.5999984741211,85.44000244140625,83.86000061035156,85.41999816894531,2327300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,86.98999786376953,88.38999938964844,85.9000015258789,87.0999984741211,4171400.0,,,,,,,,,,
