Date,Open,High,Low,Close,Volume,"('Adj Close', 'VSTO')","('Close', 'VSTO')","('High', 'VSTO')","('Low', 'VSTO')","('Open', 'VSTO')","('Volume', 'VSTO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,29.270000457763672,30.100000381469727,29.1200008392334,29.59000015258789,425219.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.309999465942383,29.309999465942383,28.440000534057617,28.600000381469727,488057.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.399999618530277,29.01000022888184,28.26000022888184,28.68000030517578,566843.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,28.520000457763672,29.049999237060547,28.239999771118164,28.26000022888184,418499.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.15999984741211,28.700000762939453,27.809999465942383,28.65999984741211,391045.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,28.290000915527344,28.440000534057617,28.01000022888184,28.170000076293945,237448.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,28.01000022888184,28.25,27.81999969482422,28.229999542236328,374642.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.1200008392334,28.280000686645508,27.640100479125977,28.11000061035156,298364.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,28.65999984741211,28.65999984741211,28.349300384521484,28.6200008392334,482990.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.38999938964844,28.795000076293945,28.200000762939453,28.780000686645508,385196.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,28.38999938964844,28.86000061035156,28.21999931335449,28.549999237060547,451358.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.81999969482422,29.09000015258789,28.489999771118164,29.030000686645508,348403.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,29.149999618530277,29.40999984741211,28.649999618530277,29.399999618530277,375951.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.5,29.75,29.241100311279297,29.600000381469727,530237.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,29.899999618530277,29.899999618530277,29.030000686645508,29.25,365679.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,29.459999084472656,29.459999084472656,28.26000022888184,28.270000457763672,380584.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.6299991607666,28.649999618530277,27.729999542236328,28.59000015258789,765406.0,,,,,,,,,,
