Date,Open,High,Low,Close,Volume,"('Adj Close', 'ARE')","('Close', 'ARE')","('High', 'ARE')","('Low', 'ARE')","('Open', 'ARE')","('Volume', 'ARE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,127.0,131.36000061035156,126.0,129.30999755859375,964900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,126.97000122070312,126.97000122070312,122.79000091552734,125.3499984741211,1091900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,124.58000183105467,126.87000274658205,123.2300033569336,125.66999816894533,844800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,124.19000244140624,127.77999877929688,123.06999969482422,126.51000213623048,840800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,126.51000213623048,130.39999389648438,126.4499969482422,129.75,909400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,127.91000366210938,129.42999267578125,127.23999786376952,128.33999633789062,630000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,128.97000122070312,130.14999389648438,128.14999389648438,129.1300048828125,535500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,127.94000244140624,128.75,125.29000091552734,125.87000274658205,911500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,127.45999908447266,128.82000732421875,126.0,126.25,900600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,124.5,127.06999969482422,124.0,126.55999755859376,872300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,123.72000122070312,126.83999633789062,121.41999816894533,123.19000244140624,1200900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,122.83999633789062,123.77999877929688,120.69000244140624,121.95999908447266,1004400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,122.62999725341795,123.91000366210938,120.76000213623048,123.3499984741211,1026000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,124.02999877929688,124.73999786376952,122.58000183105467,123.41000366210938,1187900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,124.5199966430664,124.5199966430664,121.66999816894533,121.98999786376952,1276900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,123.95999908447266,124.43000030517578,120.19000244140624,120.7699966430664,960500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,123.04000091552734,123.83999633789062,121.95999908447266,123.41999816894533,843400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,123.80999755859376,124.55999755859376,122.36000061035156,124.3499984741211,1054600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,124.6999969482422,126.80999755859376,123.98999786376952,126.44000244140624,1646700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,124.48999786376952,124.6999969482422,121.1500015258789,121.1999969482422,1791900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,122.02999877929688,125.0500030517578,119.12000274658205,120.9000015258789,1513000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,120.5,122.52999877929688,117.43000030517578,122.47000122070312,1323400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,119.69000244140624,122.01000213623048,117.8000030517578,121.45999908447266,1853400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,119.16000366210938,119.45999908447266,117.52999877929688,118.01000213623048,1316200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,117.7300033569336,119.5199966430664,117.2699966430664,117.62999725341795,1501900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,118.0,118.5,116.0,117.22000122070312,1097900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,116.7699966430664,118.88999938964844,116.4800033569336,117.9000015258789,1028100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,117.2300033569336,118.18000030517578,114.8000030517578,116.1999969482422,1259200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,116.88999938964844,119.19000244140624,116.88999938964844,117.9499969482422,1251200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,113.91000366210938,114.01000213623048,111.19000244140624,112.7699966430664,1279400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,113.8000030517578,114.5199966430664,112.58999633789062,113.33999633789062,1304300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,114.8000030517578,119.4499969482422,114.8000030517578,119.37999725341795,933900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,116.95999908447266,119.91000366210938,116.66999816894533,119.27999877929688,882700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,118.0500030517578,119.30999755859376,117.56999969482422,118.83000183105467,899300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,118.8000030517578,121.56999969482422,118.05999755859376,121.41999816894533,1009500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,121.62999725341795,122.26000213623048,119.9499969482422,121.06999969482422,1290100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,121.08999633789062,123.1999969482422,120.72000122070312,121.93000030517578,803600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,121.5,121.62999725341795,118.44000244140624,119.11000061035156,769100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,120.51000213623048,122.0999984741211,120.0999984741211,121.6999969482422,940000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,120.52999877929688,124.12999725341795,120.41999816894533,121.4000015258789,1358300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,123.3000030517578,126.63999938964844,122.55999755859376,124.7300033569336,1851200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,123.91000366210938,124.41000366210938,121.75,124.2699966430664,948500.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,124.26000213623048,126.72000122070312,122.27999877929688,126.01000213623048,1043600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,125.04000091552734,126.0500030517578,123.6999969482422,124.12000274658205,879500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,125.56999969482422,125.66999816894533,122.4800033569336,123.5999984741211,873100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,124.5,125.2300033569336,123.6500015258789,124.1500015258789,646300.0,,,,,,,,,,
