Date,Open,High,Low,Close,Volume,"('Adj Close', 'WBA')","('Close', 'WBA')","('High', 'WBA')","('Low', 'WBA')","('Open', 'WBA')","('Volume', 'WBA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.06999969482422,27.049999237060547,25.90999984741211,26.649999618530277,12587800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.3799991607666,26.40999984741211,25.46999931335449,25.56999969482422,21928200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,24.190000534057617,24.299999237060547,22.57999992370605,24.26000022888184,60606700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,24.15999984741211,25.01000022888184,23.520000457763672,25.01000022888184,25898900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,24.770000457763672,25.8700008392334,24.5,25.6299991607666,24038200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.5,25.6299991607666,24.82999992370605,25.36000061035156,17941700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.309999465942383,25.32999992370605,24.440000534057617,24.68000030517578,15365200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,24.5,24.93000030517578,23.979999542236328,24.030000686645508,15428100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.96999931335449,24.200000762939453,23.18000030517578,23.270000457763672,17439100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,23.170000076293945,23.21999931335449,22.68000030517578,22.8700008392334,13652600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.6299991607666,22.790000915527344,22.030000686645508,22.170000076293945,13067900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.09000015258789,22.200000762939453,21.71999931335449,22.149999618530277,12751500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,22.059999465942383,22.170000076293945,21.57999992370605,22.0,13725300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,22.01000022888184,22.6200008392334,21.76000022888184,22.559999465942383,10663600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,22.739999771118164,22.989999771118164,22.239999771118164,22.57999992370605,10346800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.8799991607666,22.940000534057617,22.290000915527344,22.3700008392334,9246400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.520000457763672,23.1200008392334,22.06999969482422,23.11000061035156,14707700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,23.170000076293945,23.43000030517578,22.780000686645508,22.850000381469727,10150200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,22.850000381469727,22.86000061035156,22.32999992370605,22.71999931335449,12197400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,22.57999992370605,23.0,22.420000076293945,22.76000022888184,11689100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,22.84000015258789,23.31999969482422,22.46999931335449,22.56999969482422,60298100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,22.709999084472656,23.350000381469727,22.290000915527344,23.25,14326600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,23.040000915527344,23.06999969482422,22.46999931335449,22.63999938964844,11315000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,22.459999084472656,22.520000457763672,21.799999237060547,22.15999984741211,12111100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,22.1200008392334,23.15999984741211,22.01000022888184,23.11000061035156,10286300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,23.25,23.770000457763672,22.780000686645508,22.809999465942383,9146300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,22.809999465942383,22.920000076293945,22.46999931335449,22.540000915527344,8030900.0,,,,,,,,,,
