Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMG')","('Close', 'AMG')","('High', 'AMG')","('Low', 'AMG')","('Open', 'AMG')","('Volume', 'AMG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,149.9199981689453,150.9600067138672,148.6300048828125,149.83999633789062,181500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,148.8000030517578,149.0,146.07000732421875,146.4199981689453,203400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,147.72999572753906,149.75999450683594,146.86000061035156,148.1199951171875,283900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,147.27000427246094,150.33999633789062,147.27000427246094,149.41000366210938,372200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,149.25,152.5399932861328,149.25,151.55999755859375,149800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,150.27000427246094,151.1199951171875,147.83999633789062,148.6999969482422,175100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,148.5800018310547,148.97999572753906,147.77000427246094,148.3300018310547,151600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,148.7100067138672,149.47999572753906,147.4499969482422,147.75999450683594,171100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,149.3300018310547,150.0800018310547,147.27999877929688,147.8300018310547,196600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,146.82000732421875,147.97999572753906,145.36000061035156,147.94000244140625,245300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,146.16000366210938,149.2100067138672,146.16000366210938,148.88999938964844,281100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,150.1699981689453,150.58999633789062,148.24000549316406,149.97999572753906,205100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,151.4600067138672,153.33999633789062,149.97999572753906,153.13999938964844,164400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,153.69000244140625,155.50999450683594,152.60000610351562,153.25,261400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,153.41000366210938,153.41000366210938,150.0800018310547,150.41000366210938,241100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,152.13999938964844,152.75,149.7100067138672,149.89999389648438,224600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,150.57000732421875,151.27000427246094,149.5500030517578,151.08999633789062,141900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,151.42999267578125,152.4499969482422,151.16000366210938,151.72000122070312,126200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,151.75999450683594,152.33999633789062,150.4499969482422,151.7899932861328,137200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,151.14999389648438,152.35000610351562,151.02999877929688,151.24000549316406,130800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,150.44000244140625,151.6699981689453,148.66000366210938,148.83999633789062,320200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,149.3699951171875,151.2899932861328,147.6999969482422,151.27000427246094,321900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,150.6300048828125,151.07000732421875,149.17999267578125,149.66000366210938,404000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,154.38999938964844,159.49000549316406,153.32000732421875,156.91000366210938,530500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,156.49000549316406,157.1300048828125,152.9600067138672,154.11000061035156,315500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,154.67999267578125,155.97999572753906,152.58999633789062,154.30999755859375,247600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,153.86000061035156,155.38999938964844,152.13999938964844,154.3000030517578,395500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,154.5800018310547,156.3000030517578,153.57000732421875,155.88999938964844,186200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,156.0399932861328,159.14999389648438,155.47999572753906,157.1300048828125,193700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,153.91000366210938,155.25999450683594,152.6199951171875,153.99000549316406,260100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,155.1999969482422,155.42999267578125,153.25999450683594,154.97999572753906,231700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,156.24000549316406,157.7899932861328,156.24000549316406,156.80999755859375,166700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,156.3000030517578,157.92999267578125,155.7100067138672,156.72000122070312,158700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,155.14999389648438,157.38999938964844,155.14999389648438,156.13999938964844,308200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,156.57000732421875,156.57000732421875,155.27999877929688,156.22000122070312,142900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,157.52000427246094,158.02999877929688,157.11000061035156,157.72999572753906,104100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,158.33999633789062,159.64999389648438,157.64999389648438,157.66000366210938,183300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,157.1699981689453,158.6999969482422,156.60000610351562,156.67999267578125,106500.0,,,,,,,,,,
