Date,Open,High,Low,Close,Volume,"('Adj Close', 'CLBK')","('Close', 'CLBK')","('High', 'CLBK')","('Low', 'CLBK')","('Open', 'CLBK')","('Volume', 'CLBK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.020000457763672,19.450000762939453,18.32999992370605,19.399999618530277,97300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.36000061035156,19.399999618530277,19.030000686645508,19.049999237060547,104600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,19.06999969482422,19.239999771118164,18.850000381469727,19.1200008392334,75700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.950000762939453,19.200000762939453,18.8700008392334,18.979999542236328,71400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.96999931335449,19.09499931335449,18.88999938964844,19.09499931335449,56800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.81999969482422,18.899999618530277,18.600000381469727,18.780000686645508,76000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.71999931335449,18.93000030517578,18.6200008392334,18.920000076293945,60200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,18.799999237060547,18.940000534057617,18.46999931335449,18.670000076293945,65000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.90999984741211,18.96999931335449,18.43000030517578,18.65999984741211,55300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.459999084472656,18.4950008392334,18.32999992370605,18.40999984741211,48300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,18.09000015258789,18.540000915527344,18.09000015258789,18.5,44400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.559999465942383,18.76000022888184,18.3700008392334,18.690000534057617,59600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.65999984741211,18.850000381469727,18.350000381469727,18.84000015258789,88900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.01000022888184,19.36000061035156,18.170000076293945,19.36000061035156,69700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.450000762939453,19.450000762939453,18.8700008392334,19.049999237060547,82900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,19.239999771118164,19.239999771118164,18.979999542236328,19.059999465942383,58900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,19.200000762939453,19.36000061035156,18.729999542236328,19.36000061035156,81500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,19.46999931335449,20.459999084472656,18.82999992370605,19.25,116300.0,,,,,,,,,,
