Date,Open,High,Low,Close,Volume,"('Adj Close', 'CRI')","('Close', 'CRI')","('High', 'CRI')","('Low', 'CRI')","('Open', 'CRI')","('Volume', 'CRI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,74.48999786376953,75.72000122070312,74.1500015258789,75.41000366210938,516600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,74.44999694824219,74.62000274658203,72.20999908447266,72.41000366210938,645000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,71.94999694824219,73.5199966430664,71.5,73.44000244140625,522200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,73.2300033569336,74.4800033569336,72.93000030517578,74.4000015258789,827100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,74.7300033569336,75.87999725341797,74.52999877929688,74.80000305175781,778400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,74.19000244140625,75.37999725341797,74.12999725341797,75.0999984741211,411500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,74.86000061035156,75.11000061035156,73.83000183105469,74.3499984741211,513500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,74.04000091552734,74.30000305175781,72.69999694824219,73.16000366210938,437200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,73.2699966430664,73.68000030517578,71.91000366210938,72.7300033569336,714900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,72.0199966430664,72.91999816894531,71.25,72.76000213623047,935700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,72.16999816894531,73.06999969482422,72.16999816894531,72.63999938964844,613300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,73.05000305175781,73.05000305175781,71.30999755859375,72.48999786376953,554300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,72.45999908447266,73.2300033569336,71.80999755859375,73.19999694824219,487700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,73.37000274658203,74.0999984741211,72.91000366210938,74.08000183105469,477900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,74.88999938964844,75.26000213623047,74.0999984741211,74.70999908447266,546500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,75.44000244140625,75.44000244140625,73.45999908447266,73.47000122070312,500500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,73.94000244140625,74.86000061035156,73.55000305175781,74.83999633789062,518500.0,,,,,,,,,,
