Date,Open,High,Low,Close,Volume,"('Adj Close', 'MVST')","('Close', 'MVST')","('High', 'MVST')","('Low', 'MVST')","('Open', 'MVST')","('Volume', 'MVST')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.4199999570846558,1.5,1.3799999952316284,1.409999966621399,3078500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.409999966621399,1.409999966621399,1.3300000429153442,1.340000033378601,2374900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.350000023841858,1.3700000047683716,1.2999999523162842,1.3200000524520874,2262000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.3200000524520874,1.340000033378601,1.2599999904632568,1.2899999618530271,1965300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.2699999809265137,1.350000023841858,1.2599999904632568,1.2999999523162842,2450200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.2899999618530271,1.2899999618530271,1.215000033378601,1.2300000190734863,2295200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.2300000190734863,1.2300000190734863,1.149999976158142,1.159999966621399,1975500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.159999966621399,1.1699999570846558,1.0800000429153442,1.100000023841858,2353200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.1200000047683716,1.159999966621399,1.059999942779541,1.0850000381469729,2880900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.0700000524520874,1.0800000429153442,1.0199999809265137,1.0199999809265137,1963000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.0,1.0099999904632568,0.9300000071525574,0.959999978542328,4854500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,0.9879999756813048,1.0199999809265137,0.9319999814033508,0.9919999837875366,4772100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.0099999904632568,1.0099999904632568,0.8980000019073486,0.9399999976158142,4492900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,0.944000005722046,0.9929999709129332,0.9100000262260436,0.99099999666214,2931200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.0099999904632568,1.0399999618530271,0.9629999995231628,0.9789999723434448,1603300.0,,,,,,,,,,
