Date,Open,High,Low,Close,Volume,"('Adj Close', 'CRBP')","('Close', 'CRBP')","('High', 'CRBP')","('Low', 'CRBP')","('Open', 'CRBP')","('Volume', 'CRBP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.010000228881836,6.360000133514404,6.010000228881836,6.329999923706055,12400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.079999923706055,6.310999870300293,6.03000020980835,6.130000114440918,11200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.131999969482422,6.409999847412109,6.105000019073486,6.389999866485596,8400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.25,6.269999980926514,6.090000152587891,6.119999885559082,6400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.389999866485596,7.400000095367432,6.21999979019165,7.159999847412109,84000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.400000095367432,7.400000095367432,7.099999904632568,7.21999979019165,33900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.190000057220459,7.198999881744385,6.300000190734863,6.420000076293945,23700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.449999809265137,6.449999809265137,6.099999904632568,6.239999771118164,10700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.239999771118164,6.330999851226807,5.710000038146973,5.929999828338623,18100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.900000095367432,6.400000095367432,5.664999961853027,6.090000152587891,32400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.96999979019165,6.550000190734863,5.872000217437744,6.150000095367432,11200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.199999809265137,7.300000190734863,6.199999809265137,6.920000076293945,113200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.090000152587891,7.168000221252441,6.664999961853027,7.050000190734863,19000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.96999979019165,8.489999771118164,6.630000114440918,7.599999904632568,103000.0,,,,,,,,,,
