Date,Open,High,Low,Close,Volume,"('Adj Close', 'CORT')","('Close', 'CORT')","('High', 'CORT')","('Low', 'CORT')","('Open', 'CORT')","('Volume', 'CORT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.11000061035156,25.729999542236328,22.0,24.15999984741211,7379800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,24.350000381469727,25.809999465942383,24.11000061035156,25.38999938964844,2550600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.59000015258789,25.59000015258789,24.86000061035156,25.34000015258789,1453300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.0,25.030000686645508,24.049999237060547,24.280000686645508,1218300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,26.0,27.540000915527344,25.190000534057617,27.459999084472656,1769400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,27.059999465942383,27.100000381469727,24.520000457763672,25.100000381469727,2891200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.07999992370605,25.100000381469727,23.82999992370605,24.540000915527344,2679000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,24.479999542236328,24.549999237060547,23.15999984741211,23.450000762939453,1417500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.739999771118164,24.07999992370605,23.09000015258789,23.200000762939453,1370500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,23.600000381469727,25.46999931335449,23.3700008392334,24.61000061035156,2543600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.43000030517578,25.350000381469727,24.21999931335449,24.81999969482422,1665300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.81999969482422,25.13999938964844,24.43000030517578,24.739999771118164,1970300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.68000030517578,24.68000030517578,24.020000457763672,24.420000076293945,5014800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,22.709999084472656,24.299999237060547,22.600000381469727,23.559999465942383,4167200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,23.739999771118164,23.799999237060547,23.01000022888184,23.440000534057617,2339800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,23.670000076293945,23.670000076293945,22.84000015258789,22.8700008392334,1388900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.93000030517578,23.26000022888184,22.6200008392334,22.959999084472656,1784100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,23.13999938964844,23.31999969482422,21.520000457763672,21.65999984741211,2996800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,21.790000915527344,22.32999992370605,21.600000381469727,22.32999992370605,2077700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,22.350000381469727,22.3700008392334,21.299999237060547,21.8700008392334,2208100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,22.0,22.0,21.0,21.100000381469727,1768500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.309999465942383,22.3799991607666,20.959999084472656,21.6299991607666,3048900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,21.399999618530277,21.76000022888184,20.8700008392334,21.57999992370605,1398500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,21.46999931335449,21.989999771118164,21.13999938964844,21.46999931335449,1296600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,21.3799991607666,22.059999465942383,21.07999992370605,22.020000457763672,1049800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,22.030000686645508,22.6299991607666,21.979999542236328,22.26000022888184,992400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,22.32999992370605,22.6200008392334,22.1299991607666,22.489999771118164,1023500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,22.649999618530277,23.049999237060547,22.559999465942383,23.01000022888184,1184700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,23.1299991607666,24.200000762939453,23.030000686645508,23.950000762939453,1398800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,23.200000762939453,23.61000061035156,22.51000022888184,23.049999237060547,1894500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,23.350000381469727,24.38999938964844,23.200000762939453,24.200000762939453,1884800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,24.209999084472656,25.0,24.200000762939453,24.459999084472656,1537200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,26.0,26.0,22.700000762939453,22.709999084472656,2347200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,22.709999084472656,23.280000686645508,22.559999465942383,22.57999992370605,1001800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,22.3799991607666,22.559999465942383,21.559999465942383,21.65999984741211,900100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,21.71999931335449,23.09000015258789,21.65999984741211,22.989999771118164,1378000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,22.96999931335449,23.06999969482422,22.3700008392334,22.450000762939453,844500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,22.399999618530277,23.5,22.36000061035156,23.1299991607666,981300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,23.450000762939453,24.489999771118164,23.440000534057617,24.149999618530277,1430600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,24.040000915527344,24.61000061035156,23.670000076293945,23.700000762939453,916900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,24.040000915527344,24.280000686645508,23.1200008392334,23.5,936400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,23.59000015258789,24.440000534057617,23.1200008392334,24.059999465942383,1282200.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,24.21999931335449,24.32999992370605,23.920000076293945,24.149999618530277,978200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,24.09000015258789,24.200000762939453,22.86000061035156,23.18000030517578,906300.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,23.75,23.75,22.76000022888184,23.030000686645508,663100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,23.32999992370605,23.489999771118164,23.11000061035156,23.3799991607666,715600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,23.56999969482422,23.959999084472656,23.56999969482422,23.63999938964844,631600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,23.57999992370605,23.780000686645508,23.31999969482422,23.75,616300.0,,,,,,,,,,
