Date,Open,High,Low,Close,Volume,"('Adj Close', 'UNH')","('Close', 'UNH')","('High', 'UNH')","('Low', 'UNH')","('Open', 'UNH')","('Volume', 'UNH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,526.8400268554688,539.6599731445312,526.6699829101562,539.3400268554688,3415700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,543.0399780273438,546.7899780273438,539.47998046875,542.030029296875,2891400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,545.0,549.0,543.0,545.4199829101562,2994400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,547.0,547.0,533.72998046875,537.3800048828125,2815400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,539.4000244140625,540.25,528.0,536.52001953125,2648900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,538.0,539.6099853515625,532.3300170898438,538.3699951171875,2677000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,538.0999755859375,541.2000122070312,536.1500244140625,537.6400146484375,2180000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,536.1300048828125,540.1599731445312,534.530029296875,539.6799926757812,2814100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,518.8599853515625,528.47998046875,513.1300048828125,521.510009765625,6325800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,523.7100219726562,524.5,516.5499877929688,519.1500244140625,3736700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,521.280029296875,530.6599731445312,520.0,524.9400024414062,3791300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,505.2300109863281,516.8400268554688,497.4599914550781,516.3400268554688,7367000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,515.0,517.5499877929688,501.8200073242188,503.55999755859375,6141600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,503.9400024414063,513.5700073242188,496.5,512.989990234375,5922900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,512.5,518.0800170898438,512.0800170898438,515.52001953125,2672900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,517.9000244140625,521.72998046875,512.9500122070312,513.22998046875,2918800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,487.5899963378906,495.510009765625,479.0,493.3999938964844,14671000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,493.2799987792969,503.6900024414063,489.8999938964844,503.2000122070313,6212200.0,,,,,,,,,,
