Date,Open,High,Low,Close,Volume,"('Adj Close', 'SEEL')","('Close', 'SEEL')","('High', 'SEEL')","('Low', 'SEEL')","('Open', 'SEEL')","('Volume', 'SEEL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,183.0399932861328,184.32000732421875,168.9600067138672,176.63999938964844,2096.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,174.0800018310547,176.63999938964844,168.9600067138672,170.24000549316406,1668.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,171.52000427246094,172.8000030517578,167.67999267578125,170.24000549316406,564.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,168.9600067138672,175.36000061035156,166.39999389648438,170.8800048828125,1681.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,174.0800018310547,184.9600067138672,166.39999389648438,183.0399932861328,2072.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,185.6000061035156,247.0399932861328,184.32000732421875,229.1199951171875,12549.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,229.1199951171875,229.1199951171875,192.01280212402344,209.9199981689453,5594.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,206.0800018310547,213.75999450683597,198.4127960205078,208.63999938964844,2603.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,204.8000030517578,204.8000030517578,177.9199981689453,180.47999572753903,3156.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,181.75999450683597,190.72000122070312,168.9600067138672,170.24000549316406,1934.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,172.8000030517578,186.6623992919922,160.0,162.55999755859375,1635.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,162.55999755859375,179.1999969482422,162.55999755859375,172.8000030517578,1355.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,174.0800018310547,174.0800018310547,153.60000610351562,162.55999755859375,1616.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,170.24000549316406,170.24000549316406,154.8800048828125,163.83999633789062,3736.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,165.1199951171875,165.75999450683594,147.1999969482422,154.8800048828125,2749.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,154.8800048828125,159.74400329589844,138.24000549316406,138.24000549316406,2497.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,140.8000030517578,148.47999572753906,131.58399963378906,134.39999389648438,2609.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,128.0,140.8000030517578,120.31999969482422,136.9600067138672,5398.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,139.52000427246094,152.06399536132812,133.1199951171875,145.9199981689453,4352.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,144.63999938964844,145.9199981689453,133.1199951171875,135.67999267578125,2495.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,135.67999267578125,139.5072021484375,129.27999877929688,130.55999755859375,1862.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,129.27999877929688,134.39999389648438,123.5199966430664,126.1439971923828,2428.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,125.44000244140624,128.43519592285156,109.05599975585938,111.36000061035156,4608.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,114.11199951171876,117.1968002319336,106.1760025024414,107.6095962524414,2574.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,110.08000183105467,112.63999938964844,96.0,98.3552017211914,9785.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,96.0,101.12000274658205,90.50240325927734,98.50879669189452,3258.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,93.72160339355467,102.4000015258789,93.72160339355467,100.99199676513672,1866.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,99.82720184326172,105.71520233154295,94.8479995727539,98.2656021118164,2087.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,102.4000015258789,103.61599731445312,98.55999755859376,103.61599731445312,2258.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,101.12000274658205,105.58719635009766,98.70079803466795,101.12000274658205,1739.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,98.55999755859376,104.95999908447266,97.91999816894533,104.83200073242188,1599.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,104.94719696044922,110.08000183105467,104.94719696044922,106.38079833984376,2010.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,106.36799621582033,107.5199966430664,102.52799987792967,106.11199951171876,1171.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,104.95999908447266,106.23999786376952,98.81600189208984,101.63200378417967,1839.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,99.46880340576172,104.95999908447266,96.63999938964844,102.27200317382812,1426.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,101.3759994506836,106.23999786376952,100.19840240478516,105.98400115966795,1384.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,104.95999908447266,131.83999633789062,102.45120239257812,127.36000061035156,3651.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,126.5792007446289,133.1199951171875,105.63839721679688,124.16000366210938,2149.0,,,,,,,,,,
