Date,Open,High,Low,Close,Volume,"('Adj Close', 'RUSHA')","('Close', 'RUSHA')","('High', 'RUSHA')","('Low', 'RUSHA')","('Open', 'RUSHA')","('Volume', 'RUSHA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,50.0,50.5,48.619998931884766,48.88999938964844,1378500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,48.68000030517578,48.68000030517578,47.08000183105469,47.15999984741211,734300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,47.41999816894531,47.790000915527344,46.31999969482422,46.65999984741211,548600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,46.2400016784668,46.91999816894531,46.0099983215332,46.150001525878906,740000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,46.119998931884766,46.7599983215332,45.95000076293945,46.47999954223633,507600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,45.84000015258789,46.09000015258789,45.0099983215332,45.09999847412109,699100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,44.959999084472656,45.150001525878906,44.45000076293945,44.59000015258789,630400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,44.290000915527344,44.56999969482422,43.709999084472656,44.310001373291016,519100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,44.88999938964844,44.97999954223633,43.54999923706055,43.84000015258789,378200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,43.36000061035156,43.91999816894531,43.15999984741211,43.630001068115234,414700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,43.060001373291016,43.4900016784668,42.77000045776367,42.91999816894531,346800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,43.40999984741211,44.27000045776367,43.06999969482422,44.220001220703125,572700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,44.470001220703125,44.470001220703125,43.43000030517578,44.130001068115234,316200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,44.630001068115234,45.5,44.43999862670898,45.310001373291016,419800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,45.68999862670898,45.900001525878906,45.22999954223633,45.36000061035156,296100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,45.79999923706055,45.79999923706055,44.29999923706055,44.7599983215332,316900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,45.22999954223633,46.060001373291016,45.02000045776367,45.75,345400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,46.130001068115234,46.27000045776367,45.2599983215332,45.68000030517578,349400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,45.68000030517578,46.459999084472656,45.470001220703125,46.40999984741211,223400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,46.02999877929688,47.11000061035156,46.02999877929688,46.77999877929688,241200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,46.83000183105469,47.22999954223633,44.900001525878906,44.90999984741211,461800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,45.16999816894531,46.34000015258789,45.130001068115234,46.22999954223633,465400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,45.59000015258789,46.5,45.2400016784668,46.310001373291016,372200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,45.75,46.0,45.16999816894531,45.59999847412109,182400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,45.369998931884766,46.41999816894531,45.369998931884766,46.02000045776367,205700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,46.04999923706055,46.90999984741211,45.880001068115234,46.25,269500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,46.02999877929688,46.560001373291016,45.7400016784668,46.54999923706055,256500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,46.869998931884766,47.77000045776367,46.40999984741211,47.43999862670898,301900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,46.9900016784668,48.4900016784668,46.9900016784668,47.810001373291016,397100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,46.540000915527344,47.34000015258789,45.81999969482422,46.27999877929688,362000.0,,,,,,,,,,
