Date,Open,High,Low,Close,Volume,"('Adj Close', 'POOL')","('Close', 'POOL')","('High', 'POOL')","('Low', 'POOL')","('Open', 'POOL')","('Volume', 'POOL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,394.260009765625,397.9100036621094,385.4299926757813,388.1499938964844,346100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,382.8699951171875,383.0199890136719,373.3399963378906,373.7799987792969,309500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,370.3299865722656,377.3399963378906,370.3299865722656,372.8699951171875,257900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,371.6000061035156,379.739990234375,371.6000061035156,377.7300109863281,266100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,374.6300048828125,382.8299865722656,374.6300048828125,381.4400024414063,214400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,377.05999755859375,383.1400146484375,377.05999755859375,381.5299987792969,129400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,383.0,390.0499877929688,376.1099853515625,389.8500061035156,290200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,387.2200012207031,389.8200073242188,379.4400024414063,384.8800048828125,266800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,387.5,389.2300109863281,377.5,381.8200073242188,150000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,377.8999938964844,382.9700012207031,374.7099914550781,381.6099853515625,287600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,377.6099853515625,381.5299987792969,374.2999877929688,377.05999755859375,223700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,379.6400146484375,387.2999877929688,379.2799987792969,387.0,235400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,387.010009765625,388.9800109863281,381.6600036621094,386.8399963378906,272200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,389.989990234375,400.5,388.0299987792969,399.7900085449219,254000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,402.3699951171875,402.3699951171875,387.6799926757813,390.6600036621094,198700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,394.1900024414063,395.7999877929688,376.9299926757813,380.8999938964844,278400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,382.9200134277344,385.1499938964844,377.8800048828125,378.55999755859375,306500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,378.739990234375,380.3699951171875,373.6499938964844,377.3900146484375,300200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,378.4700012207031,384.0199890136719,375.6700134277344,383.4299926757813,262700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,382.8500061035156,384.1000061035156,379.4100036621094,379.6499938964844,240800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,379.8399963378906,381.7999877929688,370.0899963378906,371.25,315600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,373.1700134277344,377.2099914550781,367.2999877929688,377.0799865722656,330800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,372.7999877929688,377.5,361.1600036621094,373.8500061035156,343700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,368.8699951171875,369.7099914550781,362.3599853515625,366.6799926757813,316900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,366.6199951171875,373.7799987792969,366.6199951171875,373.5700073242188,175800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,375.239990234375,383.8699951171875,369.9299926757813,380.8500061035156,350700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,382.2099914550781,387.7300109863281,379.5899963378906,387.3399963378906,242500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,387.2699890136719,391.010009765625,384.4200134277344,386.6499938964844,216100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,387.3800048828125,395.2000122070313,385.4500122070313,392.8999938964844,200500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,379.4100036621094,383.7099914550781,373.5,375.8800048828125,316700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,379.510009765625,382.8900146484375,375.1600036621094,382.7799987792969,310000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,384.9299926757813,389.3699951171875,384.6700134277344,389.1300048828125,227300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,385.0700073242188,390.6099853515625,382.9200134277344,387.2999877929688,293700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,380.8900146484375,386.0400085449219,378.9500122070313,384.7699890136719,236100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,384.9200134277344,390.7900085449219,381.4100036621094,389.1000061035156,550000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,367.260009765625,406.739990234375,367.260009765625,379.0799865722656,1049700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,378.8399963378906,388.5899963378906,375.3500061035156,387.6099853515625,449800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,385.1400146484375,391.25,385.0400085449219,386.3999938964844,369200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,389.0400085449219,391.4500122070313,386.0299987792969,391.05999755859375,231200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,387.6900024414063,393.3299865722656,386.239990234375,393.0899963378906,220500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,395.0,401.489990234375,394.1000061035156,398.1199951171875,465000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,395.80999755859375,405.6099853515625,390.6700134277344,403.4100036621094,275100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,401.1000061035156,408.55999755859375,400.1400146484375,402.1400146484375,252800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,401.3200073242188,409.3399963378906,401.3200073242188,409.0,383600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,410.0199890136719,410.7699890136719,405.2300109863281,406.510009765625,314800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,407.6799926757813,415.5,404.9700012207031,414.1499938964844,370800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,416.55999755859375,422.7300109863281,413.8200073242188,415.05999755859375,267500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,414.9200134277344,417.4800109863281,401.8900146484375,402.2000122070313,295900.0,,,,,,,,,,
