Date,Open,High,Low,Close,Volume,"('Adj Close', 'LII')","('Close', 'LII')","('High', 'LII')","('Low', 'LII')","('Open', 'LII')","('Volume', 'LII')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,442.4599914550781,446.5299987792969,437.7099914550781,441.1099853515625,126800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,436.5799865722656,436.5799865722656,427.8599853515625,429.9400024414063,197900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,428.2699890136719,438.739990234375,425.6900024414063,430.6099853515625,191800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,428.6499938964844,434.239990234375,428.3200073242188,430.5899963378906,223400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,434.1900024414063,435.80999755859375,429.760009765625,435.2699890136719,146400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,433.3200073242188,443.9700012207031,432.9100036621094,443.239990234375,203100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,444.3999938964844,447.0199890136719,441.510009765625,444.0700073242188,213000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,440.6099853515625,444.6000061035156,435.2699890136719,441.7300109863281,205000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,444.5700073242188,444.5700073242188,426.7000122070313,430.7300109863281,370700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,426.0499877929688,433.9200134277344,422.739990234375,433.8900146484375,383600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,430.3900146484375,436.4500122070313,430.3900146484375,433.1300048828125,215400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,436.1700134277344,441.4100036621094,432.7999877929688,441.1000061035156,205400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,440.6600036621094,444.2000122070313,436.0499877929688,444.0499877929688,216900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,447.5400085449219,458.1300048828125,447.5400085449219,454.6400146484375,212700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,452.8299865722656,457.0199890136719,437.30999755859375,442.3399963378906,300700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,445.5299987792969,445.5299987792969,429.1600036621094,432.6900024414063,292400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,436.2999877929688,439.7799987792969,431.7099914550781,439.4800109863281,251700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,440.0,456.989990234375,427.2699890136719,444.25,678500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,444.8699951171875,444.8699951171875,434.3399963378906,437.0700073242188,590300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,433.2000122070313,448.3399963378906,432.05999755859375,447.75,627100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,435.0,450.55999755859375,427.8699951171875,428.1600036621094,581200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,427.8599853515625,432.2200012207031,417.8500061035156,424.6099853515625,575000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,421.5199890136719,422.6700134277344,414.5299987792969,419.9800109863281,421600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,418.0899963378906,425.2900085449219,412.0899963378906,422.7000122070313,374000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,421.2000122070313,425.9800109863281,421.0700073242188,425.2799987792969,244400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,431.2000122070313,444.2799987792969,426.2099914550781,437.760009765625,286700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,439.2099914550781,450.8399963378906,438.5700073242188,448.3500061035156,284800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,449.0,458.1000061035156,448.239990234375,457.1300048828125,252800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,456.2999877929688,456.2999877929688,445.6799926757813,450.1099853515625,287200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,434.7699890136719,438.239990234375,423.0899963378906,432.5899963378906,486300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,438.7000122070313,448.8500061035156,436.8699951171875,446.9400024414063,254600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,448.510009765625,452.0700073242188,443.3299865722656,451.2999877929688,215900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,448.7000122070313,454.8800048828125,444.9599914550781,448.4100036621094,211800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,444.8599853515625,449.05999755859375,442.739990234375,448.8599853515625,208600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,449.989990234375,453.739990234375,444.4599914550781,448.6799926757813,230400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,452.3599853515625,459.9500122070313,452.3599853515625,456.7300109863281,156200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,458.9599914550781,462.3999938964844,455.8299865722656,459.2900085449219,232300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,459.55999755859375,464.260009765625,457.1799926757813,463.2999877929688,199600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,465.1600036621094,469.9400024414063,461.989990234375,469.0400085449219,258400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,468.4299926757813,474.9400024414063,464.7799987792969,471.7000122070313,231700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,474.3299865722656,474.9800109863281,466.510009765625,471.2099914550781,306100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,470.1199951171875,476.6499938964844,468.9299926757813,472.9500122070313,237900.0,,,,,,,,,,
