Date,Open,High,Low,Close,Volume,"('Adj Close', 'FMC')","('Close', 'FMC')","('High', 'FMC')","('Low', 'FMC')","('Open', 'FMC')","('Volume', 'FMC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,62.810001373291016,65.80999755859375,62.810001373291016,64.83999633789062,1776700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,64.06999969482422,64.5,60.93999862670898,61.18999862670898,1815500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,61.63999938964844,61.970001220703125,59.86000061035156,60.27000045776367,1959700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,59.9900016784668,61.40999984741211,59.310001373291016,60.77999877929688,1129900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,60.38999938964844,61.900001525878906,59.86000061035156,61.58000183105469,1085800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,61.06999969482422,61.540000915527344,60.060001373291016,60.59000015258789,1018400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,59.93000030517578,60.4900016784668,59.220001220703125,59.5099983215332,1098800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,59.70000076293945,59.97999954223633,58.75,58.93000030517578,1339800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,59.47999954223633,59.70000076293945,58.11000061035156,58.209999084472656,1016200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,57.5,57.650001525878906,56.060001373291016,57.040000915527344,2003000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,56.209999084472656,56.79999923706055,54.95000076293945,55.470001220703125,1546900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,55.34999847412109,55.470001220703125,54.310001373291016,55.040000915527344,1233800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,55.16999816894531,56.02999877929688,54.380001068115234,55.650001525878906,1489900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,55.13999938964844,56.43000030517578,54.880001068115234,56.400001525878906,1303300.0,,,,,,,,,,
