Date,Open,High,Low,Close,Volume,"('Adj Close', 'KTOS')","('Close', 'KTOS')","('High', 'KTOS')","('Low', 'KTOS')","('Open', 'KTOS')","('Volume', 'KTOS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,20.290000915527344,20.43000030517578,19.540000915527344,19.76000022888184,946000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.6200008392334,19.739999771118164,18.450000762939453,18.5,1800200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.700000762939453,18.86000061035156,18.34000015258789,18.530000686645508,706800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.530000686645508,18.63999938964844,18.270000457763672,18.299999237060547,772400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.170000076293945,18.520000457763672,17.8700008392334,18.51000022888184,720300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.290000915527344,18.399999618530277,18.030000686645508,18.1299991607666,835500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.309999465942383,18.68000030517578,18.209999084472656,18.57999992370605,916400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,18.549999237060547,18.549999237060547,18.11000061035156,18.40999984741211,713100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.649999618530277,18.96999931335449,18.489999771118164,18.959999084472656,595900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,19.290000915527344,19.350000381469727,18.479999542236328,18.65999984741211,691800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,18.34000015258789,18.57999992370605,18.26000022888184,18.36000061035156,540400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.420000076293945,18.63999938964844,18.36000061035156,18.51000022888184,612000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.450000762939453,18.450000762939453,18.09000015258789,18.350000381469727,668900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,18.530000686645508,18.770000457763672,18.5,18.59000015258789,881000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,18.68000030517578,18.81999969482422,18.040000915527344,18.059999465942383,894700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.21999931335449,18.270000457763672,17.34000015258789,17.389999389648438,1339800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,17.469999313354492,17.610000610351562,17.139999389648438,17.459999084472656,810200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,17.5,17.68000030517578,17.06999969482422,17.200000762939453,749100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,17.260000228881836,17.690000534057617,17.200000762939453,17.6299991607666,796000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,17.530000686645508,17.600000381469727,17.1299991607666,17.280000686645508,603800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,17.389999389648438,17.479999542236328,16.93000030517578,16.93000030517578,1062400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,17.079999923706055,17.239999771118164,16.709999084472656,17.239999771118164,855900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,17.1299991607666,17.229999542236328,16.829999923706055,17.040000915527344,779200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,16.8700008392334,17.56999969482422,16.760000228881836,17.440000534057617,979600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,17.440000534057617,17.729999542236328,17.299999237060547,17.729999542236328,966500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,17.739999771118164,17.860000610351562,17.639999389648438,17.670000076293945,726300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,17.600000381469727,17.81999969482422,17.440000534057617,17.739999771118164,672700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,18.0,18.3700008392334,17.81999969482422,18.26000022888184,807100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,18.5,18.6200008392334,18.200000762939453,18.3799991607666,911400.0,,,,,,,,,,
