Date,Open,High,Low,Close,Volume,"('Adj Close', 'RDVT')","('Close', 'RDVT')","('High', 'RDVT')","('Low', 'RDVT')","('Open', 'RDVT')","('Volume', 'RDVT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.71500015258789,19.8799991607666,19.309999465942383,19.38999938964844,19100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.36000061035156,19.440000534057617,18.63999938964844,18.809999465942383,19600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.920000076293945,18.920000076293945,18.459999084472656,18.6200008392334,16700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.559999465942383,18.770000457763672,18.149999618530277,18.229999542236328,40700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.25,18.76000022888184,18.25,18.76000022888184,10400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.51000022888184,18.920000076293945,18.31999969482422,18.479999542236328,7900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.420000076293945,18.799999237060547,18.26000022888184,18.479999542236328,16600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,18.479999542236328,19.125,18.170000076293945,18.26000022888184,15200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.46999931335449,18.6200008392334,18.25,18.350000381469727,19100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.239999771118164,18.38999938964844,17.39900016784668,18.32999992370605,9500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,18.229999542236328,18.5,18.13999938964844,18.5,8400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.5,18.5,18.174999237060547,18.32999992370605,5400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.51000022888184,19.03499984741211,18.270000457763672,18.88999938964844,13900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,18.989999771118164,18.989999771118164,18.5,18.6299991607666,13100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,18.799999237060547,18.8700008392334,18.600000381469727,18.75,21100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.979999542236328,18.979999542236328,18.674999237060547,18.82999992370605,20700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,19.030000686645508,19.18000030517578,18.700000762939453,18.799999237060547,19400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,18.940000534057617,18.940000534057617,18.65399932861328,18.75,17100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,18.84000015258789,19.229999542236328,18.75,18.899999618530277,30000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,18.75,18.899999618530277,18.75,18.8799991607666,7900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,18.75,18.780000686645508,18.349000930786133,18.68000030517578,37500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,18.96999931335449,18.96999931335449,18.399999618530277,18.780000686645508,16600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,18.57999992370605,18.979999542236328,18.06999969482422,18.540000915527344,18900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,18.309999465942383,18.43000030517578,17.100000381469727,17.700000762939453,33400.0,,,,,,,,,,
