Date,Open,High,Low,Close,Volume,"('Adj Close', 'MUSA')","('Close', 'MUSA')","('High', 'MUSA')","('Low', 'MUSA')","('Open', 'MUSA')","('Volume', 'MUSA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,356.3900146484375,359.1099853515625,355.04998779296875,358.9599914550781,160900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,357.79998779296875,364.5,356.9599914550781,362.30999755859375,221100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,369.0400085449219,377.9400024414063,369.0199890136719,374.2300109863281,287600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,376.6000061035156,377.7999877929688,373.1000061035156,376.260009765625,216800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,376.6700134277344,381.55999755859375,374.6600036621094,380.9100036621094,186200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,381.510009765625,381.5700073242188,377.1499938964844,377.2300109863281,107300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,377.8399963378906,378.7799987792969,374.4800109863281,375.1700134277344,149400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,374.4100036621094,379.1199951171875,370.3800048828125,377.7799987792969,137400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,378.2300109863281,379.9200134277344,377.1199951171875,377.6099853515625,128600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,379.1499938964844,384.0899963378906,379.1499938964844,380.6499938964844,178500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,380.5799865722656,384.25,377.3200073242188,377.3299865722656,117700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,378.2000122070313,378.2000122070313,370.0499877929688,372.5299987792969,173400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,372.7799987792969,372.7799987792969,366.1000061035156,366.3599853515625,138000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,366.9299926757813,366.9299926757813,362.7000122070313,362.8399963378906,157300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,362.0499877929688,367.3699951171875,359.5899963378906,359.8900146484375,141000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,360.2200012207031,361.2799987792969,357.0,358.010009765625,114200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,358.9100036621094,362.9100036621094,357.57000732421875,362.8299865722656,206300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,364.2000122070313,365.5199890136719,355.8099975585937,357.1499938964844,183900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,357.92999267578125,357.92999267578125,350.6499938964844,354.0199890136719,267500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,354.0199890136719,358.9599914550781,351.8099975585937,356.1300048828125,232700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,355.0,356.8900146484375,351.92999267578125,352.5199890136719,213000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,350.54998779296875,360.3200073242188,350.54998779296875,354.94000244140625,261000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,353.8099975585937,359.9100036621094,353.8099975585937,358.010009765625,186200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,358.20001220703125,363.0,355.6400146484375,362.0199890136719,224200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,361.9500122070313,363.2099914550781,358.510009765625,359.8900146484375,222500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,362.3699951171875,369.5499877929688,361.739990234375,367.6300048828125,260200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,377.6000061035156,402.7799987792969,371.30999755859375,401.3900146484375,753500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,401.3900146484375,404.9400024414063,386.6199951171875,393.7099914550781,369200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,393.9100036621094,395.9500122070313,387.2000122070313,395.2799987792969,207900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,396.1600036621094,401.5499877929688,391.6700134277344,391.7799987792969,239100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,392.5,393.2000122070313,387.7799987792969,391.5400085449219,203500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,391.3699951171875,395.75,389.5299987792969,392.6600036621094,199400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,394.4100036621094,399.55999755859375,392.0,397.9599914550781,157900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,398.8900146484375,403.0499877929688,397.4200134277344,402.4599914550781,159800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,402.8999938964844,404.760009765625,394.7999877929688,396.6600036621094,233700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,397.1600036621094,407.8699951171875,397.1600036621094,407.3900146484375,153500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,407.3699951171875,414.1499938964844,407.2799987792969,413.4599914550781,165600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,413.0,416.8500061035156,411.4100036621094,411.80999755859375,195300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,410.0400085449219,415.7900085449219,408.3299865722656,414.1300048828125,137500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,412.6900024414063,416.6099853515625,411.7699890136719,415.3900146484375,165800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,415.3900146484375,418.4299926757813,413.1900024414063,417.010009765625,212800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,416.6900024414063,421.8599853515625,412.7000122070313,418.8900146484375,172600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,418.4700012207031,426.010009765625,418.4700012207031,420.510009765625,198300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,412.2999877929688,416.1400146484375,402.6300048828125,405.4200134277344,253000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,408.3900146484375,411.7200012207031,405.9800109863281,411.260009765625,226300.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,412.75,418.489990234375,412.1799926757813,418.2300109863281,121500.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,418.1000061035156,424.0,415.3399963378906,416.4200134277344,278100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,417.3500061035156,417.7799987792969,403.260009765625,405.6600036621094,222600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,406.2900085449219,410.6499938964844,404.9500122070313,407.80999755859375,214600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,408.3599853515625,415.0199890136719,407.7699890136719,414.8500061035156,160100.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,416.239990234375,418.5700073242188,411.5199890136719,413.2300109863281,139800.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,412.0,422.1900024414063,412.0,421.7900085449219,310400.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,421.2999877929688,422.8500061035156,412.7099914550781,413.25,202300.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,414.6300048828125,415.989990234375,409.7900085449219,411.9200134277344,208500.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,412.5299987792969,414.6300048828125,411.0400085449219,414.0899963378906,199500.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,414.5,414.5,401.3200073242188,410.2699890136719,287800.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,412.3299865722656,413.760009765625,408.2300109863281,412.4599914550781,161200.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,411.9500122070313,418.25,409.8399963378906,414.7900085449219,116100.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,414.6000061035156,418.5400085449219,412.5299987792969,414.3200073242188,136700.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,417.1900024414063,419.2699890136719,414.2200012207031,417.05999755859375,151300.0,,,,,,,,,,
