Date,Open,High,Low,Close,Volume,"('Adj Close', 'TPST')","('Close', 'TPST')","('High', 'TPST')","('Low', 'TPST')","('Open', 'TPST')","('Volume', 'TPST')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.349999904632568,4.550000190734863,4.210000038146973,4.409999847412109,663200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.449999809265137,4.809999942779541,4.28000020980835,4.659999847412109,1104800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.650000095367432,4.651000022888184,3.900000095367432,4.059999942779541,1721100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.079999923706055,4.389999866485596,4.010000228881836,4.210000038146973,694100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.150000095367432,4.537000179290772,3.994999885559082,4.53000020980835,957800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.449999809265137,4.699999809265137,4.400000095367432,4.510000228881836,794400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.539999961853027,4.760000228881836,4.420000076293945,4.53000020980835,923400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.489999771118164,4.538000106811523,4.119999885559082,4.150000095367432,1180000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.239999771118164,4.480000019073486,4.130000114440918,4.230000019073486,879500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.269999980926514,4.440000057220459,4.179999828338623,4.244999885559082,846300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.199999809265137,4.210000038146973,3.9800000190734863,4.159999847412109,644200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.119999885559082,4.123000144958496,3.7100000381469727,4.010000228881836,1060200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.930000066757202,4.019999980926514,3.821000099182129,3.940000057220459,317500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.03000020980835,4.210000038146973,3.950000047683716,4.039999961853027,574200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.090000152587891,4.114999771118164,3.930000066757202,3.9600000381469727,349900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.0,4.03000020980835,3.829999923706055,3.940000057220459,553800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.940000057220459,3.950000047683716,3.630000114440918,3.650000095367432,725200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.700000047683716,3.7899999618530273,3.5799999237060547,3.7300000190734863,351100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.7300000190734863,3.900000095367432,3.680000066757202,3.8949999809265137,322900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.829999923706055,3.890000104904175,3.4600000381469727,3.700000047683716,2461000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.640000104904175,3.849999904632568,3.619999885559082,3.7899999618530273,464800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.7899999618530273,4.150000095367432,3.75,4.070000171661377,919900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.050000190734863,4.28000020980835,3.910000085830689,4.039999961853027,650300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.070000171661377,4.072999954223633,3.869999885559082,3.984999895095825,443700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.940000057220459,4.159999847412109,3.859999895095825,4.130000114440918,554100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.150000095367432,4.239999771118164,4.079999923706055,4.190000057220459,407500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.25,4.46999979019165,4.130000114440918,4.15500020980835,1390000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.150000095367432,4.260000228881836,4.079999923706055,4.179999828338623,550300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.179999828338623,4.389999866485596,4.139999866485596,4.320000171661377,532700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.199999809265137,4.199999809265137,3.950000047683716,4.059999942779541,663600.0,,,,,,,,,,
