Date,Open,High,Low,Close,Volume,"('Adj Close', 'CRBU')","('Close', 'CRBU')","('High', 'CRBU')","('Low', 'CRBU')","('Open', 'CRBU')","('Volume', 'CRBU')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.710000038146973,6.114999771118164,5.5,5.570000171661377,1729100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.519999980926514,5.519999980926514,5.085000038146973,5.199999809265137,1568800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.239999771118164,5.25,5.03000020980835,5.159999847412109,1679200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.139999866485596,5.199999809265137,4.690000057220459,4.820000171661377,1455500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.900000095367432,5.75,4.820000171661377,5.739999771118164,3141900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.610000133514404,5.869999885559082,5.453999996185303,5.739999771118164,1239700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.710000038146973,6.03000020980835,5.400000095367432,5.960000038146973,3446100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.900000095367432,5.900000095367432,5.28000020980835,5.300000190734863,2907900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.340000152587891,5.75,5.340000152587891,5.434999942779541,1285500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.360000133514404,5.40500020980835,5.164999961853027,5.239999771118164,1691600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.110000133514404,5.199999809265137,5.005000114440918,5.199999809265137,979700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.329999923706055,5.514999866485596,5.159999847412109,5.380000114440918,2055800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.349999904632568,5.349999904632568,4.989999771118164,5.119999885559082,941500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.119999885559082,5.389999866485596,5.059999942779541,5.360000133514404,961900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.46999979019165,5.505000114440918,5.199999809265137,5.300000190734863,852000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.380000114440918,5.420000076293945,5.170000076293945,5.210000038146973,769200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.289999961853027,5.440000057220459,5.239999771118164,5.369999885559082,873700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.449999809265137,5.591000080108643,5.389999866485596,5.460000038146973,1159000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.460000038146973,6.0,5.300000190734863,5.989999771118164,1520300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.940000057220459,6.099999904632568,5.795000076293945,6.070000171661377,1624400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.0,6.460000038146973,5.900000095367432,6.130000114440918,1517400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.210000038146973,6.704999923706055,6.010000228881836,6.690000057220459,1979100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.550000190734863,6.810999870300293,6.349999904632568,6.730000019073486,3876900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.590000152587891,6.815000057220459,6.5,6.760000228881836,1170200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.730000019073486,7.099999904632568,6.690000057220459,6.880000114440918,1124200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.889999866485596,6.900000095367432,6.510000228881836,6.519999980926514,1226500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.489999771118164,6.900000095367432,6.485000133514404,6.789999961853027,971000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,6.860000133514404,7.014999866485596,6.789999961853027,6.929999828338623,1078900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,6.949999809265137,7.190000057220459,6.909999847412109,7.130000114440918,1681600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,6.880000114440918,6.900000095367432,6.369999885559082,6.46999979019165,2141100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,6.639999866485596,6.959000110626221,6.510000228881836,6.800000190734863,1663200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,6.909999847412109,7.171000003814697,6.864999771118164,7.0,1317200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,6.889999866485596,7.019999980926514,6.800000190734863,6.909999847412109,929600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,6.800000190734863,6.980000019073486,6.659999847412109,6.809999942779541,760400.0,,,,,,,,,,
