Date,Open,High,Low,Close,Volume,"('Adj Close', 'BLMN')","('Close', 'BLMN')","('High', 'BLMN')","('Low', 'BLMN')","('Open', 'BLMN')","('Volume', 'BLMN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,27.93000030517578,28.1200008392334,27.1299991607666,27.309999465942383,1490400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,28.36000061035156,28.36000061035156,26.5,26.530000686645508,2087500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,26.600000381469727,27.520000457763672,26.399999618530277,27.07999992370605,1088500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.950000762939453,27.459999084472656,26.549999237060547,26.559999465942383,1274500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,26.549999237060547,26.920000076293945,26.489999771118164,26.790000915527344,1014200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,26.440000534057617,26.780000686645508,26.38999938964844,26.59000015258789,867300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,26.530000686645508,26.690000534057617,26.31999969482422,26.459999084472656,720200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.26000022888184,26.350000381469727,25.11000061035156,25.3799991607666,1846600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.459999084472656,25.46999931335449,24.690000534057617,24.790000915527344,1039900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,24.65999984741211,24.96999931335449,24.32999992370605,24.82999992370605,1265500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.649999618530277,25.0,24.600000381469727,24.8799991607666,1415600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.100000381469727,25.350000381469727,24.739999771118164,25.31999969482422,1394800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,25.40999984741211,25.600000381469727,25.11000061035156,25.36000061035156,977600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.6299991607666,26.440000534057617,25.56999969482422,26.31999969482422,1666700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.049999237060547,26.299999237060547,25.88999938964844,25.90999984741211,1335400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.270000457763672,26.270000457763672,25.65999984741211,25.799999237060547,766000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,26.200000762939453,26.350000381469727,25.81999969482422,26.32999992370605,763500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,26.57999992370605,26.6299991607666,26.11000061035156,26.200000762939453,1246200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,26.290000915527344,27.229999542236328,26.170000076293945,27.15999984741211,1089000.0,,,,,,,,,,
